start;measure
0.251201814;1
3.152040816;2
5.860770975;3
8.705170068;4
11.514580499;5
14.447188209;6
17.225668934;7
19.909614512;8
22.664671202;9
25.495147392;10
28.351405896;11
31.052176871;12
33.895283447;13
36.662857143;14
39.686507937;15
42.554920635;16
45.463083900;17
48.467596372;18
51.644058957;19
54.300680272;20
57.053900227;21
60.211413454;22
63.176666667;23
66.203696145;24
69.387981859;25
72.899682540;26
75.944104308;27
79.118140590;28
81.577641723;29
84.159183673;30
87.061632653;31
90.118367347;32
93.343650794;33
97.069455782;34
100.058843537;35
103.315260771;36
106.873174603;37
109.820022676;38
113.317029478;39
116.861587302;40
119.755759637;41
122.275532880;42
125.593582766;43
128.937256236;44
132.311428571;45
137.312335601;46
140.758775510;47
144.363174603;48
152.630816200;48.999
