start;measure
0.696598639;0.917
1.056984127;1
4.342131519;2
7.463673469;3
10.703265306;4
14.770226757;5
18.103968254;6
21.478458050;7
24.996780045;8
28.351564626;9
31.819863946;10
35.520634921;11
38.025555556;12
40.572879819;13
43.176916100;14
46.384557823;15
48.746575964;16
52.503106576;17
55.366099773;18
58.148526077;19
61.090294785;20
63.871292517;21
66.804399093;22
70.748684807;23
74.560634921;24
78.181587302;25
81.892018141;26
85.867392290;27
89.774557823;28
93.841723356;29
99.726417234;30
103.224353741;31
106.894058957;32
110.457346939;33
113.865442177;34
116.837959184;35
120.455192744;36
123.326439909;37
126.222040816;38
129.023242630;39
132.283015873;40
135.509841270;41
139.105918367;42
142.394761905;43
146.040000000;44
149.097120181;44.666
