start;measure
0.778117914;1
3.085532880;2
5.329478458;3
7.534285714;4
9.929387755;5
12.560249433;6
18.134784580;7
20.630929705;8
23.045804989;9
25.489274376;10
27.991655329;11
30.406530612;12
32.809795918;13
35.212267574;14
37.548208617;15
40.009569161;16
42.425102041;17
44.825532880;18
47.206167800;19
49.645736961;20
52.220430839;21
54.694603175;22
57.202358277;23
59.617301587;24
61.949229025;25
64.474126984;26
66.850249433;27
69.323174603;28
71.941655329;29
74.500725624;30
76.916099773;31
79.307755102;32
81.606530612;33
83.990408163;34
86.519954649;35
89.396825397;36
97.117619048;37
99.741315193;38
102.256530612;39
104.745215420;40
107.227777778;41
109.700453515;42
112.298866213;43
114.725668934;44
117.192675737;45
119.547936508;46
121.916371882;47
124.327687075;48
126.645192744;49
128.975283447;50
131.707029478;51
134.339047619;52
136.924217687;53
139.412607710;54
141.807959184;55
144.438798186;56
147.086371882;57
149.751451247;58
152.624126984;59
155.080430839;60
157.524331066;61
159.887165533;62
162.246984127;63
164.568843537;64
167.148163265;65
170.013900227;66
174.126439909;67
180.419047619;67.999
