start;measure
0.693877551;1
4.084081633;2
7.392222219;3
10.434965986;4
14.511836735;5
18.240997732;6
22.528911565;7
25.641201814;8
29.099863946;9
32.244875284;10
37.019160998;11
39.935011338;12
43.127165533;13
46.890249433;14
49.641496599;15
52.833424036;16
55.794285714;17
59.634852608;18
63.906235828;19
67.001587302;20
70.670839002;21
74.183764172;22
77.624399093;23
80.769160998;24
84.098775510;25
88.388117914;26
91.268775510;27
94.703628118;28
98.254829932;29
101.745419501;30
105.351972789;31
109.441655329;32
114.299387755;33
118.122857143;34
123.146122449;35
128.130204082;36
132.837891156;37
136.941473923;38
142.653696145;39
150.138412698;40
153.765011338;41
157.416326531;42
160.668344671;43
166.287777778;43.999
