start;measure
0.368956916;1
3.029319728;2
5.526349206;3
8.034104308;4
10.781292517;5
13.550748299;6
16.283582766;7
19.007845805;8
21.640997732;9
24.341950113;10
26.959569161;11
29.673174603;12
32.538639456;13
35.126031746;14
37.749092971;15
40.510000000;16
43.115532880;17
45.696213152;18
48.194376417;19
50.689002268;20
53.002947846;21
55.518185941;22
58.099070295;23
60.517301587;24
63.695941043;25
66.399365079;26
68.992607710;27
71.579773243;28
74.115079365;29
76.715192744;30
79.133492063;31
81.924195011;32
84.749070295;33
87.574285714;34
90.158571429;35
92.665691610;36
95.946825397;37
99.024852608;38
101.633741497;39
104.400657596;40
106.947437642;41
109.857210884;42
114.141995465;43
117.794829932;43.999
