start;measure
0.525351474;1
2.665079365;2
4.849229025;3
7.301746032;4
9.609229025;5
12.060725624;6
14.576439909;7
17.051768707;8
19.703219955;9
22.613990930;10
25.483401361;11
28.055034014;12
30.720294785;13
33.584761905;14
36.474784580;15
38.970453515;16
41.616235828;17
44.890476190;18
47.836666667;19
50.498594104;20
53.196462585;21
56.483832200;22
59.446598639;23
62.298798186;24
65.346145125;25
68.531383220;26
71.692018141;27
74.538367347;28
77.422154195;29
80.104829932;30
83.188548753;31
86.543287982;32
89.687913832;33
92.549977324;34
95.626870748;35
98.972222222;36
102.459092971;37
105.375396825;38
108.511632653;39
112.217936508;40
115.645646259;41
119.053945578;42
121.973061224;43
125.472630385;44
128.630680272;45
131.627165533;46
134.545532880;47
137.970907029;48
141.212539683;49
144.194580499;50
147.138004535;51
150.079546485;52
153.279637188;53
157.129433107;54
161.658412698;55
164.952176871;56
169.190589569;57
173.498911565;58
176.637732426;59
179.713560091;60
183.279206349;61
186.340136054;61.999
