start;measure
0.226904762;0.750
0.853764172;1
3.284489796;2
5.778208617;3
8.360430839;4
10.703219955;5
13.097188209;6
15.587346939;7
18.141972789;8
20.625487528;9
23.083877551;10
25.632607710;11
28.138730159;12
30.709569161;13
33.146530612;14
35.631678005;15
38.164557823;16
40.818027211;17
43.386099773;18
45.853197279;19
48.171473923;20
50.718775510;21
53.257142857;22
55.603696145;23
58.703174603;24
61.513038549;25
64.123696145;26
66.671292517;27
69.360861678;28
71.938775510;29
74.401224490;30
76.944410431;31
79.264625850;32
81.651609977;33
84.086598639;34
86.259750567;35
88.761882086;36
91.099591837;37
93.584172336;38
96.149183673;39
98.898435374;40
101.253378685;41
103.720884354;42
106.071921769;43
108.437800454;44
110.796643991;45
113.185578231;46
115.689682540;47
118.173061224;48
120.880204082;49
123.689070295;50
126.284467120;51
128.892380951;52
131.461065760;53
134.026190476;54
137.042857143;55
138.830612245;55.500
