start;measure
0.308956916;1
3.639886621;2
6.908684808;3
10.034104308;4
13.189727891;5
16.303560091;6
19.523582766;7
22.607845805;8
25.760997732;9
29.141950113;10
32.079569161;11
35.133174603;12
38.358321995;13
41.326031746;14
44.409092971;15
47.473945578;16
50.513197279;17
53.616213152;18
56.531882085;19
59.709002268;20
62.860136054;21
65.766054424;22
68.664693878;23
71.597301587;24
74.902879819;25
77.890453515;26
81.052607710;27
84.019773243;28
87.250680273;29
90.515192744;30
93.459229025;31
96.564195011;32
99.729070295;33
102.690566893;34
105.938571429;35
108.987755102;36
112.537800454;37
116.034285714;38
119.453741497;39
122.712585034;40
125.947437642;41
129.377210884;42
135.221995465;43
144.847324263;43.999
