start;measure
0.733877551;0.750
1.064897959;1
2.630204082;2
4.206780045;3
5.719410431;4
8.173333333;5
11.200204082;6
12.971451247;7
14.599206349;8
16.311632653;9
19.277732426;10
20.860589569;11
22.571156463;12
24.169387755;13
25.849342404;14
27.425079365;15
29.310544218;16
30.652653061;17
32.312879819;18
34.100816327;19
35.786916100;20
37.479319728;21
39.176780045;22
40.796757370;23
42.876326531;24
45.841065760;25
47.626598639;26
49.368299320;27
53.644013605;28
57.034897959;29
58.681405896;30
60.358390023;31
62.198185941;32
63.849342404;33
65.682335601;34
67.545578231;35
69.670385488;36
71.876009070;37
76.156099773;38
80.098866213;39
81.735714286;40
83.527346939;41
85.330975057;42
87.136077098;43
88.975600907;44
90.831678005;45
92.499637188;46
94.100385488;47
95.875306122;48
97.625578231;49
99.230657596;50
101.685034014;51
104.564444444;51.666
