start;measure
0.261224490;0.833
1.277392290;1
6.597573696;2
12.571428571;3
19.067732426;4
24.938072562;5
30.232290249;6
36.323333333;7
41.935759637;8
47.525238095;9
53.180612245;10
58.536326531;11
65.064376417;12
70.953038549;13
76.769274376;14
82.694126984;15
88.502335601;16
93.423287982;17
98.546485261;18
103.820997732;19
108.702743764;20
113.803492063;21
121.242199546;22
127.084036281;23
132.911269841;24
138.202698413;25
142.796712018;26
148.531133787;27
155.330249433;28
161.544739229;29
167.882403628;30
173.828208617;31
179.453219955;32
184.213492063;32.666
