start;measure
0.365079365;0.917
0.745147392;1
5.082131519;2
9.223673469;3
14.462426304;4
18.710226757;5
23.563968254;6
27.894716553;7
32.386984127;8
36.851564626;9
41.579863946;10
46.681428571;11
50.736190476;12
55.824399095;13
60.117959184;14
64.171496599;15
68.323741497;16
72.006281179;17
74.580793651;18
77.169263039;19
80.263038549;20
82.811292517;21
86.184399093;22
90.248684807;23
94.231859410;24
99.630566893;25
105.018140590;26
109.808730159;27
114.654557823;28
119.241723356;29
125.126417234;30
129.003605442;31
134.094058957;32
138.554058957;33
143.005442177;34
148.160952381;35
152.449886621;36
155.646439909;37
159.496281179;38
163.643242630;39
168.303015873;40
172.889523810;41
176.925918367;42
181.074761905;43
186.780000000;44
190.877120181;44.666
