start;measure
0.767346939;0.833
1.189365079;1
2.953333333;2
4.991564626;3
6.710521542;4
10.606145125;5
12.569229025;6
14.789795918;7
17.616938776;8
19.652517007;9
21.487346939;10
23.492698413;11
26.129206349;12
28.625442177;13
30.867460317;14
32.670136054;15
34.361315193;16
36.110680272;17
37.832380952;18
39.564875283;19
41.116598639;20
43.096575964;21
44.937052154;22
46.572448979;23
48.481836735;24
50.485759637;25
52.227309146;26
54.013129252;27
55.718526077;28
57.859092971;29
61.873356009;30
65.955351474;31
67.937505669;32
69.743832200;33
71.388390023;34
74.479931973;35
78.763832200;36
82.892199546;37
86.506462585;38
90.583854875;39
95.438820862;40
100.564648526;41
104.023945578;42
108.911587302;43
111.848163265;44
113.690158730;45
116.177936508;46
125.373038549;47
129.462380953;47.999
