start;measure
0.195918367;0.833
0.539138322;1
2.055759637;2
3.630521542;3
5.127324263;4
6.614104308;5
8.257732426;6
9.852312925;7
11.453287982;8
13.041065760;9
14.699977324;10
16.232653061;11
17.863174603;12
19.415510204;13
21.154693878;14
22.746530612;15
24.338049887;16
25.863356009;17
27.454489796;18
29.144013605;19
30.701995465;20
32.277414966;21
34.035555556;22
35.663492063;23
37.301360544;24
38.907301588;25
40.524988662;26
42.118072562;27
43.801451247;28
45.428594104;29
47.139931973;30
49.487346939;31
51.101950113;32
52.704761905;33
54.262063492;34
55.910839002;35
57.526122449;36
59.159591837;37
60.979591837;38
62.675215420;39
64.406122449;40
66.108163265;41
67.797959184;42
69.837097506;43
73.425623625;43.999
