start;measure
0.621224490;0.833
1.877392290;1
7.577573696;2
13.571428571;3
20.100680272;4
26.591632653;5
32.292290249;6
39.029999996;7
45.441360544;8
52.200385488;9
58.180612245;10
63.536326531;11
70.168843537;12
76.313038549;13
82.635147392;14
89.054126984;15
96.102335601;16
101.063287982;17
105.686938776;18
110.280997732;19
115.042743764;20
119.434716553;21
125.764081633;22
131.217437642;23
138.150952380;24
144.534489796;25
150.808730159;26
156.171133787;27
162.910249433;28
169.484739229;29
176.764557823;30
183.048208617;31
190.818684807;32
196.782494331;32.666
