start;measure
0.981587302;0.833
1.330068027;1
3.545147392;2
5.857369615;3
8.281201814;4
10.962630385;5
13.383900227;6
15.808390023;7
18.324036281;8
20.865804989;9
23.282630385;10
25.815034014;11
28.199206349;12
30.966870748;13
33.632947846;14
37.060294785;15
38.790839002;16
40.248911565;17
41.697188209;18
43.405691610;19
44.930498866;20
46.518639456;21
48.343424036;22
50.307006803;23
52.158526077;24
54.185714286;25
55.817029478;26
60.795215420;27
63.945691610;28
67.299909297;29
70.548185941;30
74.196802721;31
77.712562358;32
81.174512472;33
84.408027211;34
88.002698413;35
91.860612245;36
95.678299320;37
99.602131519;38
103.257823129;39
107.400680272;40
111.615102041;41
116.670204082;42
121.389795918;43
126.855873016;44
129.127959184;45
131.484943311;46
133.838956916;47
136.241383220;48
139.212426304;49
141.676031746;50
144.309773242;51
146.871587302;52
149.646893424;53
152.117981859;54
155.032879819;55
157.771882086;56
160.590634921;57
163.628979592;58
168.316870748;59
169.523945578;60
171.138526077;61
172.634580499;62
174.205578231;63
175.968707483;64
177.610090703;65
179.537596372;66
181.577074830;67
183.020589569;68
185.228117914;69
187.080589569;70
191.762834467;71
195.057165533;72
198.363265306;73
201.562834467;74
205.146938776;75
208.861224490;76
212.479727891;77
215.952154195;78
219.713356009;79
223.856802721;80
228.693219955;81
232.580000000;82
236.724081633;83
241.501133787;84
246.387755102;85
252.565986395;86
258.275260771;87
265.451519274;88
273.572789116;88.999
