start;measure
0.281904762;1
3.071179138;2
5.809478458;3
8.511859410;4
11.371383220;5
14.306031746;6
19.114784580;7
21.672789116;8
24.648140590;9
27.469274376;10
30.343378684;11
33.006530612;12
36.019070295;13
38.629319728;14
41.480476190;15
44.063219955;16
46.842199546;17
49.485532880;18
52.188888889;19
54.945736961;20
57.620430839;21
60.094603175;22
62.793446712;23
65.444603174;24
68.088253968;25
70.774126984;26
73.350249433;27
75.863174603;28
78.553877551;29
81.100725624;30
83.716099773;31
86.307755102;32
88.919841270;33
91.643877551;34
94.367777778;35
97.277210884;36
101.537619048;37
104.201315193;38
107.018367347;39
109.849410431;40
112.561111112;41
115.301814059;42
117.998866213;43
120.608140590;44
123.372675737;45
126.009342404;46
128.816326531;47
131.427687075;48
134.113922902;49
136.753469388;50
139.578253968;51
142.139047619;52
144.658299320;53
147.332607710;54
150.007959184;55
152.844897959;56
155.586371882;57
158.211451247;58
160.803877551;59
163.420430839;60
166.144331066;61
168.916507937;62
171.559092971;63
174.230204082;64
177.154535147;65
180.113900227;66
184.126439909;67
190.419047619;67.999
