start;measure
0.401451247;1
2.984081633;2
5.407460317;3
8.217777778;4
10.885374150;5
13.720997732;6
16.768911565;7
19.641201814;8
22.193424036;9
24.781201814;10
27.826462585;11
30.755011338;12
32.700521542;13
36.010249433;14
37.721496599;15
40.633424036;16
42.514285714;17
45.632653061;18
48.906235828;19
51.941587302;20
54.750839002;21
57.839092971;22
60.004399093;23
62.973401361;24
65.213265306;25
68.270430839;26
70.414308390;27
73.463628118;28
76.035600907;29
78.885419501;30
81.780430839;31
85.166734694;32
88.432448980;33
91.869546485;34
94.906122449;35
98.310204082;36
101.337891156;37
104.841473923;38
108.433696145;39
115.818412698;40
118.345011338;41
120.816326531;42
124.148911565;43
127.469387755;43.999
