start;measure
0.258662132;1
2.709886621;2
5.830453515;3
8.396938776;4
10.981746032;5
13.355850340;6
15.890340136;7
18.315487528;8
20.938639456;9
23.501337868;10
26.230770975;11
28.554172336;12
31.249115646;13
33.682040816;14
36.388503402;15
39.055283447;16
41.472199546;17
44.066734694;18
46.492176872;19
49.058095238;20
51.386417234;21
53.902086168;22
56.415986395;23
59.107687075;24
61.687913832;25
64.422176871;26
67.091587302;27
69.653665911;28
72.078888889;29
74.905668934;30
77.664217687;31
80.258639456;32
82.591655329;33
85.148412698;34
87.720136054;35
90.273151927;36
92.845396825;37
95.204104308;38
97.649206349;39
100.318956916;40
102.828888889;41
105.186213152;42
107.684557823;43
110.220272109;44
112.745215420;45
115.273446712;46
117.732743764;47
120.708503401;48
123.376213152;49
125.839160998;50
128.331655329;51
130.831700680;52
133.313605442;53
135.762811791;54
138.313083900;55
140.938548753;56
143.438412698;57
146.070702948;58
148.594149660;59
150.985034014;60
153.529183673;61
156.241995465;62
158.854739229;63
161.519954649;64
164.005102041;65
166.488798186;66
168.954693878;67
171.398730159;68
173.818684807;69
176.028480726;70
178.295283447;71
180.558911565;72
182.967619048;73
185.170680272;74
187.347981859;75
189.612108844;76
191.924240363;77
194.274557823;78
196.517210884;79
199.142675737;80
201.582993197;81
204.153356009;82
206.931451247;83
209.421768707;84
211.908140590;85
214.423310658;86
217.199365079;87
220.002698413;88
222.544058957;89
225.132471655;90
227.676145125;91
230.291292517;92
233.357891156;93
235.896507937;94
238.460476190;95
241.123015873;96
243.737278912;97
246.253015873;98
249.643628118;99
252.227346939;100
254.921972789;101
257.376099773;102
260.289886621;103
263.739909297;104
266.721179138;105
269.698956916;106
272.534013605;107
275.785419501;108
278.414784580;109
281.431473923;110
284.457233560;111
287.138548753;112
289.525034014;113
291.987482993;114
294.725986395;115
297.117823129;116
299.442040816;117
301.999909297;118
304.704331066;119
307.422448980;120
309.990204082;121
312.804013606;122
315.338775510;123
317.947414966;124
320.717551020;125
323.216780045;126
325.800022676;127
328.414149660;128
331.065124717;129
333.824920635;130
337.283582766;131
340.207210884;132
343.033560091;133
345.761814059;134
348.716235828;135
351.662040816;136
355.560770975;137
358.405215420;137.500
