start;measure
0.719138322;0.833
1.497392290;1
6.197573696;2
11.091428571;3
16.367732426;4
20.911632653;5
24.921768707;6
29.023333333;7
32.981360544;8
37.265192744;9
41.496394558;10
45.206581633;11
49.748843537;12
54.753038549;13
59.755147392;14
64.374126984;15
69.802335601;16
74.423287982;17
78.626938776;18
82.770385488;19
86.826371882;20
90.851124339;21
95.444081633;22
100.084036281;23
106.190317460;24
113.434489796;25
119.396712018;26
124.871133787;27
130.769183673;28
136.644739229;29
142.644557823;30
148.688208617;31
155.018684807;32
160.582494331;32.666
