start;measure
0.129858277;0.833
0.599206349;1
2.173333333;2
3.891564626;3
5.450521542;4
8.116235828;5
9.856485261;6
11.829795918;7
14.055102041;8
15.792517007;9
17.507346939;10
19.592698413;11
22.193469388;12
24.816485261;13
26.728730158;14
28.350136054;15
29.921315193;16
31.550680272;17
33.101190476;18
34.644875283;19
36.116598639;20
37.823151928;21
39.844104308;22
41.512335601;23
43.521836735;24
45.465759637;25
47.161927438;26
48.873129252;27
50.456621315;28
52.539024943;29
56.653356009;30
60.940748299;31
62.697505669;32
64.503832200;33
66.006398337;34
68.304965986;35
71.713514739;36
75.372199546;37
79.226462585;38
82.983854875;39
87.078820862;40
92.323968254;41
96.063945578;42
100.751587302;43
103.148163265;44
104.930158730;45
108.517936508;46
114.853038549;47
119.006931217;47.999
