start;measure
0.375510204;1
1.675532880;2
2.866507937;3
4.004761905;4
5.305102041;5
6.481496599;6
7.851020408;7
9.093877551;8
10.252789116;9
11.329818594;10
12.298480726;11
13.436394558;12
14.704172336;13
16.304126984;14
17.486190476;15
18.663287982;16
19.717551020;17
20.737233560;18
21.842335601;19
23.072947846;20
24.182131519;21
25.322199546;22
26.564195011;23
27.688231293;24
29.137959184;25
30.368253968;26
31.559501134;27
32.673582766;28
33.675532880;29
34.876439909;30
36.108866213;31
37.655238095;32
38.987755102;33
40.220521542;34
41.322448980;35
42.331541950;36
43.485079365;37
44.576099773;38
45.700317460;39
46.857142857;40
47.959977324;41
49.002063492;42
50.208911565;43
51.237732426;44
52.376575964;45
53.501836735;46
54.592358277;47
55.579750567;48
56.738480726;49
57.739365079;50
58.886848073;51
60.025147392;52
61.047800454;53
62.036099773;54
63.146802721;55
64.245260771;56
65.340770975;57
66.481632653;58
67.515464853;59
68.476235828;60
69.675056689;61
70.884467120;62
72.049115646;63
73.214489796;64
74.481632653;64.999
