start;measure
2.362811791;1
5.301859410;2
9.144331066;3
11.654671202;4
14.070362812;5
16.262857143;6
19.492423469;7
24.128253968;8
29.474965986;9
32.614648526;10
35.822607710;11
39.518730159;12
42.942244898;13
46.423990930;14
49.861383220;15
53.456258503;16
56.920136054;17
60.048866213;18
63.552698413;19
67.072766440;20
70.963990930;21
74.429478458;22
78.291904762;23
82.431383220;24
88.757052154;25
91.646145125;26
95.390907029;27
98.291972790;28
102.996122449;29
106.226916100;30
109.425351474;31
112.736780045;32
116.379297052;33
119.528571429;34
122.833650794;35
126.433628118;36
130.051564626;37
133.421156463;38
136.638072562;39
140.274943311;40
144.464716553;41
147.931383220;42
151.367414966;43
155.851315193;44
161.972086168;45
164.259977324;46
166.328072562;47
168.218584026;48
170.195623583;49
172.112607710;50
174.035215420;51
176.099410431;52
178.231814059;53
180.151655329;54
182.069603174;55
183.955374150;56
186.434013605;57
190.864739229;58
197.333854875;59
200.774603175;60
204.016553288;61
207.344875283;62
210.746235828;63
214.063696145;64
217.445011338;65
220.953424036;66
224.578163265;67
227.775668934;68
231.068022676;69
234.710476190;70
238.727482993;71
242.067120181;72
245.641451247;73
249.728503401;74
254.266326531;75
260.059637188;76
267.603764172;77
270.284648526;78
273.888639456;79
276.129342404;80
278.360000000;81
282.223990930;82
292.136961451;82.999
