start;measure
0.671519274;0.750
1.433030990;1
4.184263039;2
6.773628118;3
9.366303855;4
12.539523810;5
16.148662132;6
18.822403628;7
21.337823129;8
23.988684807;9
26.654875283;10
29.311247166;11
31.928548753;12
34.611473923;13
37.299274376;14
40.315283447;15
43.002380952;16
45.589727891;17
48.298236961;18
50.915941043;19
53.436054422;20
56.068888889;21
59.105056689;22
61.836235828;23
64.606984127;24
67.184467120;25
70.054467120;26
72.719115646;27
75.822766440;28
78.866757370;29
81.733560091;30
84.417505669;31
87.916507937;32
90.890907029;33
93.441496599;34
96.051700680;35
98.590328798;36
101.208061225;37
103.808117914;38
106.660498866;39
110.260816327;40
113.105759637;41
115.840272109;42
118.542358277;43
121.109795918;44
123.795804989;45
126.490022676;46
129.206621315;47
131.865170068;48
134.709297052;49
137.645102041;50
140.371428571;51
142.919274376;52
145.500249433;53
148.142063492;54
150.794308390;55
153.373469388;56
156.421428571;57
159.167868481;58
161.832569917;59
164.416870748;60
167.374240363;61
170.090340136;62
172.782947846;63
175.450861678;64
178.505056689;65
181.529024943;66
184.792630385;67
187.957732426;68
190.832721088;69
193.571156463;70
196.077188209;71
198.963514739;72
201.744058957;73
204.483356009;74
207.392040816;75
210.320884354;76
213.839818594;77
217.345464853;78
220.860453515;79
224.389886621;80
228.281065760;81
231.086022676;82
234.801768707;83
242.880000000;83.999
