measure;rowindex;x;y;height;width;image
1;0;89;109;63;81;"Schubert_D911-24_000.png"
2;0;171;109;63;55;"Schubert_D911-24_000.png"
3;0;227;109;63;161;"Schubert_D911-24_000.png"
4;0;389;109;63;98;"Schubert_D911-24_000.png"
5;0;488;109;63;103;"Schubert_D911-24_000.png"
6;1;53;199;114;127;"Schubert_D911-24_000.png"
7;1;181;199;114;74;"Schubert_D911-24_000.png"
8;1;257;199;114;81;"Schubert_D911-24_000.png"
9;1;339;199;114;132;"Schubert_D911-24_000.png"
10;1;471;199;114;119;"Schubert_D911-24_000.png"
11;2;52;341;104;126;"Schubert_D911-24_000.png"
12;2;179;341;104;72;"Schubert_D911-24_000.png"
13;2;251;341;104;127;"Schubert_D911-24_000.png"
14;2;379;341;104;110;"Schubert_D911-24_000.png"
15;2;490;341;104;100;"Schubert_D911-24_000.png"
16;3;52;474;110;93;"Schubert_D911-24_000.png"
17;3;145;474;110;128;"Schubert_D911-24_000.png"
18;3;275;474;110;125;"Schubert_D911-24_000.png"
19;3;401;474;110;107;"Schubert_D911-24_000.png"
20;3;509;474;110;80;"Schubert_D911-24_000.png"
21;4;51;613;112;139;"Schubert_D911-24_000.png"
22;4;191;613;112;117;"Schubert_D911-24_000.png"
23;4;310;613;112;100;"Schubert_D911-24_000.png"
24;4;410;613;112;64;"Schubert_D911-24_000.png"
25;4;475;613;112;115;"Schubert_D911-24_000.png"
26;5;50;750;114;142;"Schubert_D911-24_000.png"
27;5;193;750;114;137;"Schubert_D911-24_000.png"
28;5;332;750;114;96;"Schubert_D911-24_000.png"
29;5;429;750;114;76;"Schubert_D911-24_000.png"
30;5;506;750;114;84;"Schubert_D911-24_000.png"
31;0;53;56;106;146;"Schubert_D911-24_001.png"
32;0;200;56;106;115;"Schubert_D911-24_001.png"
33;0;316;56;106;100;"Schubert_D911-24_001.png"
34;0;417;56;106;63;"Schubert_D911-24_001.png"
35;0;481;56;106;112;"Schubert_D911-24_001.png"
36;1;56;194;109;132;"Schubert_D911-24_001.png"
37;1;189;194;109;106;"Schubert_D911-24_001.png"
38;1;296;194;109;72;"Schubert_D911-24_001.png"
39;1;369;194;109;117;"Schubert_D911-24_001.png"
40;1;487;194;109;106;"Schubert_D911-24_001.png"
41;2;55;332;116;121;"Schubert_D911-24_001.png"
42;2;177;332;116;71;"Schubert_D911-24_001.png"
43;2;249;332;116;130;"Schubert_D911-24_001.png"
44;2;380;332;116;113;"Schubert_D911-24_001.png"
45;2;494;332;116;99;"Schubert_D911-24_001.png"
46;3;56;479;109;90;"Schubert_D911-24_001.png"
47;3;147;479;109;132;"Schubert_D911-24_001.png"
48;3;280;479;109;120;"Schubert_D911-24_001.png"
49;3;401;479;109;110;"Schubert_D911-24_001.png"
50;3;512;479;109;82;"Schubert_D911-24_001.png"
51;4;56;615;114;87;"Schubert_D911-24_001.png"
52;4;144;615;114;70;"Schubert_D911-24_001.png"
53;4;215;615;114;141;"Schubert_D911-24_001.png"
54;4;357;615;114;135;"Schubert_D911-24_001.png"
55;4;493;615;114;101;"Schubert_D911-24_001.png"
56;5;56;757;114;146;"Schubert_D911-24_001.png"
57;5;203;757;114;102;"Schubert_D911-24_001.png"
58;5;306;757;114;100;"Schubert_D911-24_001.png"
59;5;407;757;114;94;"Schubert_D911-24_001.png"
60;5;502;757;114;60;"Schubert_D911-24_001.png"
61;5;563;757;114;27;"Schubert_D911-24_001.png"
