measure;rowindex;x;y;height;width;image
0;0;89;116;127;87;"Schubert_D911-03_000.png"
1;0;177;116;127;75;"Schubert_D911-03_000.png"
2;0;253;116;127;78;"Schubert_D911-03_000.png"
3;0;332;116;127;74;"Schubert_D911-03_000.png"
4;0;407;116;127;83;"Schubert_D911-03_000.png"
5;0;491;116;127;103;"Schubert_D911-03_000.png"
6;1;55;276;119;132;"Schubert_D911-03_000.png"
7;1;188;276;119;61;"Schubert_D911-03_000.png"
8;1;250;276;119;91;"Schubert_D911-03_000.png"
9;1;342;276;119;85;"Schubert_D911-03_000.png"
10;1;428;276;119;89;"Schubert_D911-03_000.png"
11;1;518;276;119;76;"Schubert_D911-03_000.png"
12;2;53;428;118;156;"Schubert_D911-03_000.png"
13;2;210;428;118;89;"Schubert_D911-03_000.png"
14;2;300;428;118;90;"Schubert_D911-03_000.png"
15;2;391;428;118;94;"Schubert_D911-03_000.png"
16;2;486;428;118;107;"Schubert_D911-03_000.png"
17;3;53;576;122;142;"Schubert_D911-03_000.png"
18;3;196;576;122;98;"Schubert_D911-03_000.png"
19;3;295;576;122;93;"Schubert_D911-03_000.png"
20;3;389;576;122;97;"Schubert_D911-03_000.png"
21;3;487;576;122;106;"Schubert_D911-03_000.png"
22;4;53;734;123;142;"Schubert_D911-03_000.png"
23;4;196;734;123;103;"Schubert_D911-03_000.png"
24;4;300;734;123;107;"Schubert_D911-03_000.png"
25;4;409;734;123;92;"Schubert_D911-03_000.png"
26;4;503;734;123;89;"Schubert_D911-03_000.png"
27;0;52;49;120;145;"Schubert_D911-03_001.png"
28;0;198;49;120;78;"Schubert_D911-03_001.png"
29;0;277;49;120;92;"Schubert_D911-03_001.png"
30;0;370;49;120;106;"Schubert_D911-03_001.png"
31;0;477;49;120;116;"Schubert_D911-03_001.png"
32;1;52;201;118;161;"Schubert_D911-03_001.png"
33;1;214;201;118;132;"Schubert_D911-03_001.png"
34;1;347;201;118;131;"Schubert_D911-03_001.png"
35;1;479;201;118;114;"Schubert_D911-03_001.png"
36;2;52;350;118;144;"Schubert_D911-03_001.png"
37;2;197;350;118;86;"Schubert_D911-03_001.png"
38;2;284;350;118;100;"Schubert_D911-03_001.png"
39;2;385;350;118;98;"Schubert_D911-03_001.png"
40;2;484;350;118;109;"Schubert_D911-03_001.png"
41;3;51;500;115;174;"Schubert_D911-03_001.png"
42;3;227;500;115;111;"Schubert_D911-03_001.png"
43;3;339;500;115;124;"Schubert_D911-03_001.png"
44;3;464;500;115;129;"Schubert_D911-03_001.png"
45;4;51;648;119;151;"Schubert_D911-03_001.png"
46;4;203;648;119;110;"Schubert_D911-03_001.png"
47;4;314;648;119;99;"Schubert_D911-03_001.png"
48;4;414;648;119;103;"Schubert_D911-03_001.png"
49;4;518;648;119;74;"Schubert_D911-03_001.png"
50;5;52;804;70;131;"Schubert_D911-03_001.png"
51;5;184;804;70;80;"Schubert_D911-03_001.png"
52;5;265;804;70;83;"Schubert_D911-03_001.png"
53;5;349;804;70;103;"Schubert_D911-03_001.png"
54;5;453;804;70;86;"Schubert_D911-03_001.png"
55;5;540;804;70;48;"Schubert_D911-03_001.png"
