measure;rowindex;x;y;height;width;image
1;0;94;113;77;171;"Schubert_D911-13_000.png"
2;0;266;113;77;102;"Schubert_D911-13_000.png"
3;0;369;113;77;115;"Schubert_D911-13_000.png"
4;0;485;113;77;115;"Schubert_D911-13_000.png"
5;1;57;223;131;137;"Schubert_D911-13_000.png"
6;1;196;223;131;84;"Schubert_D911-13_000.png"
7;1;281;223;131;100;"Schubert_D911-13_000.png"
8;1;382;223;131;100;"Schubert_D911-13_000.png"
9;1;483;223;131;117;"Schubert_D911-13_000.png"
10;2;57;390;122;153;"Schubert_D911-13_000.png"
11;2;211;390;122;115;"Schubert_D911-13_000.png"
12;2;327;390;122;120;"Schubert_D911-13_000.png"
13;2;448;390;122;150;"Schubert_D911-13_000.png"
14;3;55;549;133;179;"Schubert_D911-13_000.png"
15;3;235;549;133;110;"Schubert_D911-13_000.png"
16;3;346;549;133;112;"Schubert_D911-13_000.png"
17;3;459;549;133;136;"Schubert_D911-13_000.png"
18;4;54;719;136;141;"Schubert_D911-13_000.png"
19;4;196;719;136;113;"Schubert_D911-13_000.png"
20;4;311;719;136;97;"Schubert_D911-13_000.png"
21;4;409;719;136;97;"Schubert_D911-13_000.png"
22;4;507;719;136;88;"Schubert_D911-13_000.png"
23;0;55;63;127;155;"Schubert_D911-13_001.png"
24;0;211;63;127;113;"Schubert_D911-13_001.png"
25;0;325;63;127;117;"Schubert_D911-13_001.png"
26;0;443;63;127;40;"Schubert_D911-13_001.png"
27;0;484;63;127;116;"Schubert_D911-13_001.png"
28;1;55;228;125;135;"Schubert_D911-13_001.png"
29;1;191;228;125;102;"Schubert_D911-13_001.png"
30;1;294;228;125;88;"Schubert_D911-13_001.png"
31;1;383;228;125;105;"Schubert_D911-13_001.png"
32;1;489;228;125;111;"Schubert_D911-13_001.png"
33;2;55;394;126;137;"Schubert_D911-13_001.png"
34;2;193;394;126;103;"Schubert_D911-13_001.png"
35;2;297;394;126;98;"Schubert_D911-13_001.png"
36;2;396;394;126;98;"Schubert_D911-13_001.png"
37;2;495;394;126;104;"Schubert_D911-13_001.png"
38;3;54;560;128;144;"Schubert_D911-13_001.png"
39;3;199;560;128;99;"Schubert_D911-13_001.png"
40;3;299;560;128;95;"Schubert_D911-13_001.png"
41;3;395;560;128;88;"Schubert_D911-13_001.png"
42;3;484;560;128;115;"Schubert_D911-13_001.png"
43;4;54;733;129;135;"Schubert_D911-13_001.png"
44;4;190;733;129;104;"Schubert_D911-13_001.png"
45;4;295;733;129;103;"Schubert_D911-13_001.png"
46;4;399;733;129;99;"Schubert_D911-13_001.png"
47;4;499;733;129;100;"Schubert_D911-13_001.png"
48;0;55;61;127;144;"Schubert_D911-13_002.png"
49;0;200;61;127;97;"Schubert_D911-13_002.png"
50;0;298;61;127;101;"Schubert_D911-13_002.png"
51;0;400;61;127;94;"Schubert_D911-13_002.png"
52;0;495;61;127;104;"Schubert_D911-13_002.png"
53;1;56;225;129;146;"Schubert_D911-13_002.png"
54;1;203;225;129;89;"Schubert_D911-13_002.png"
55;1;293;225;129;103;"Schubert_D911-13_002.png"
56;1;397;225;129;95;"Schubert_D911-13_002.png"
57;1;493;225;129;106;"Schubert_D911-13_002.png"
58;2;56;392;129;172;"Schubert_D911-13_002.png"
59;2;230;392;129;127;"Schubert_D911-13_002.png"
60;2;358;392;129;116;"Schubert_D911-13_002.png"
61;2;475;392;129;124;"Schubert_D911-13_002.png"
62;3;57;558;130;187;"Schubert_D911-13_002.png"
63;3;245;558;130;118;"Schubert_D911-13_002.png"
64;3;364;558;130;119;"Schubert_D911-13_002.png"
65;3;484;558;130;116;"Schubert_D911-13_002.png"
66;4;57;726;126;138;"Schubert_D911-13_002.png"
67;4;196;726;126;90;"Schubert_D911-13_002.png"
68;4;287;726;126;88;"Schubert_D911-13_002.png"
69;4;376;726;126;91;"Schubert_D911-13_002.png"
70;4;468;726;126;95;"Schubert_D911-13_002.png"
71;4;564;726;126;36;"Schubert_D911-13_002.png"
72;0;54;71;127;139;"Schubert_D911-13_003.png"
73;0;194;71;127;96;"Schubert_D911-13_003.png"
74;0;291;71;127;108;"Schubert_D911-13_003.png"
75;0;400;71;127;89;"Schubert_D911-13_003.png"
76;0;490;71;127;107;"Schubert_D911-13_003.png"
77;1;55;234;130;148;"Schubert_D911-13_003.png"
78;1;204;234;130;86;"Schubert_D911-13_003.png"
79;1;291;234;130;98;"Schubert_D911-13_003.png"
80;1;390;234;130;99;"Schubert_D911-13_003.png"
81;1;490;234;130;107;"Schubert_D911-13_003.png"
82;2;55;402;131;160;"Schubert_D911-13_003.png"
83;2;216;402;131;127;"Schubert_D911-13_003.png"
84;2;344;402;131;120;"Schubert_D911-13_003.png"
85;2;465;402;131;133;"Schubert_D911-13_003.png"
86;3;56;572;127;161;"Schubert_D911-13_003.png"
87;3;218;572;127;128;"Schubert_D911-13_003.png"
88;3;347;572;127;122;"Schubert_D911-13_003.png"
89;3;470;572;127;128;"Schubert_D911-13_003.png"
90;4;56;738;128;145;"Schubert_D911-13_003.png"
91;4;202;738;128;105;"Schubert_D911-13_003.png"
92;4;308;738;128;106;"Schubert_D911-13_003.png"
93;4;415;738;128;90;"Schubert_D911-13_003.png"
94;4;506;738;128;87;"Schubert_D911-13_003.png"
