measure;rowindex;x;y;height;width;image
0;0;94;121;74;79;"Schubert_D911-16_000.png"
1;0;174;121;74;98;"Schubert_D911-16_000.png"
2;0;273;121;74;104;"Schubert_D911-16_000.png"
3;0;378;121;74;100;"Schubert_D911-16_000.png"
4;0;479;121;74;122;"Schubert_D911-16_000.png"
5;1;58;235;126;164;"Schubert_D911-16_000.png"
6;1;223;235;126;117;"Schubert_D911-16_000.png"
7;1;342;235;126;129;"Schubert_D911-16_000.png"
8;1;472;235;126;129;"Schubert_D911-16_000.png"
9;2;60;399;127;178;"Schubert_D911-16_000.png"
10;2;239;399;127;137;"Schubert_D911-16_000.png"
11;2;377;399;127;139;"Schubert_D911-16_000.png"
12;2;517;399;127;86;"Schubert_D911-16_000.png"
13;3;61;561;134;138;"Schubert_D911-16_000.png"
14;3;202;561;134;93;"Schubert_D911-16_000.png"
15;3;296;561;134;96;"Schubert_D911-16_000.png"
16;3;393;561;134;96;"Schubert_D911-16_000.png"
17;3;491;561;134;114;"Schubert_D911-16_000.png"
18;4;61;735;136;150;"Schubert_D911-16_000.png"
19;4;211;735;136;102;"Schubert_D911-16_000.png"
20;4;315;735;136;108;"Schubert_D911-16_000.png"
21;4;424;735;136;104;"Schubert_D911-16_000.png"
22;4;529;735;136;79;"Schubert_D911-16_000.png"
23;0;56;58;112;182;"Schubert_D911-16_001.png"
24;0;240;58;112;77;"Schubert_D911-16_001.png"
25;0;318;58;112;106;"Schubert_D911-16_001.png"
26;0;425;58;112;175;"Schubert_D911-16_001.png"
27;1;56;200;110;220;"Schubert_D911-16_001.png"
28;1;278;200;110;174;"Schubert_D911-16_001.png"
29;1;453;200;110;148;"Schubert_D911-16_001.png"
30;2;57;340;111;189;"Schubert_D911-16_001.png"
31;2;247;340;111;129;"Schubert_D911-16_001.png"
32;2;377;340;111;224;"Schubert_D911-16_001.png"
33;3;57;480;103;231;"Schubert_D911-16_001.png"
34;3;289;480;103;209;"Schubert_D911-16_001.png"
35;3;499;480;103;102;"Schubert_D911-16_001.png"
36;4;56;622;109;120;"Schubert_D911-16_001.png"
37;4;177;622;109;116;"Schubert_D911-16_001.png"
38;4;294;622;109;66;"Schubert_D911-16_001.png"
39;4;361;622;109;68;"Schubert_D911-16_001.png"
40;4;430;622;109;76;"Schubert_D911-16_001.png"
41;4;507;622;109;94;"Schubert_D911-16_001.png"
42;5;57;768;112;128;"Schubert_D911-16_001.png"
43;5;186;768;112;85;"Schubert_D911-16_001.png"
44;5;272;768;112;86;"Schubert_D911-16_001.png"
45;5;359;768;112;95;"Schubert_D911-16_001.png"
46;5;455;768;112;102;"Schubert_D911-16_001.png"
47;5;558;768;112;37;"Schubert_D911-16_001.png"
