measure;rowindex;x;y;height;width;image
1;0;93;118;71;128;"Schubert_D911-12_000.png"
2;0;222;118;71;86;"Schubert_D911-12_000.png"
3;0;310;118;71;92;"Schubert_D911-12_000.png"
4;0;403;118;71;92;"Schubert_D911-12_000.png"
5;0;496;118;71;101;"Schubert_D911-12_000.png"
6;1;56;234;125;124;"Schubert_D911-12_000.png"
7;1;180;234;125;113;"Schubert_D911-12_000.png"
8;1;294;234;125;85;"Schubert_D911-12_000.png"
9;1;379;234;125;127;"Schubert_D911-12_000.png"
10;1;506;234;125;90;"Schubert_D911-12_000.png"
11;2;56;397;122;144;"Schubert_D911-12_000.png"
12;2;201;397;122;89;"Schubert_D911-12_000.png"
13;2;292;397;122;111;"Schubert_D911-12_000.png"
14;2;405;397;122;82;"Schubert_D911-12_000.png"
15;2;488;397;122;110;"Schubert_D911-12_000.png"
16;3;57;559;122;135;"Schubert_D911-12_000.png"
17;3;194;559;122;103;"Schubert_D911-12_000.png"
18;3;298;559;122;88;"Schubert_D911-12_000.png"
19;3;388;559;122;106;"Schubert_D911-12_000.png"
20;3;495;559;122;101;"Schubert_D911-12_000.png"
21;4;58;726;127;137;"Schubert_D911-12_000.png"
22;4;196;726;127;88;"Schubert_D911-12_000.png"
23;4;286;726;127;86;"Schubert_D911-12_000.png"
24;4;372;726;127;111;"Schubert_D911-12_000.png"
25;4;484;726;127;113;"Schubert_D911-12_000.png"
26;0;53;56;119;163;"Schubert_D911-12_001.png"
27;0;217;56;119;130;"Schubert_D911-12_001.png"
28;0;348;56;119;247;"Schubert_D911-12_001.png"
29;1;55;218;120;207;"Schubert_D911-12_001.png"
30;1;263;218;120;69;"Schubert_D911-12_001.png"
31;1;333;218;120;82;"Schubert_D911-12_001.png"
32;1;415;218;120;87;"Schubert_D911-12_001.png"
33;1;505;218;120;93;"Schubert_D911-12_001.png"
34;2;54;393;121;114;"Schubert_D911-12_001.png"
35;2;170;393;121;65;"Schubert_D911-12_001.png"
36;2;236;393;121;97;"Schubert_D911-12_001.png"
37;2;334;393;121;86;"Schubert_D911-12_001.png"
38;2;421;393;121;89;"Schubert_D911-12_001.png"
39;2;511;393;121;86;"Schubert_D911-12_001.png"
40;3;57;556;117;235;"Schubert_D911-12_001.png"
41;3;293;556;117;211;"Schubert_D911-12_001.png"
42;3;505;556;117;93;"Schubert_D911-12_001.png"
43;4;56;730;117;130;"Schubert_D911-12_001.png"
44;4;187;731;117;97;"Schubert_D911-12_001.png"
45;4;286;730;117;109;"Schubert_D911-12_001.png"
46;4;396;730;117;79;"Schubert_D911-12_001.png"
47;4;476;730;117;74;"Schubert_D911-12_001.png"
48;4;551;730;117;44;"Schubert_D911-12_001.png"
