measure;rowindex;x;y;height;width;image
1;0;94;150;70;160;"Schubert_D911-06_000.png"
2;0;255;150;70;125;"Schubert_D911-06_000.png"
3;0;381;150;70;159;"Schubert_D911-06_000.png"
4;0;541;150;70;57;"Schubert_D911-06_000.png"
5;1;56;259;125;159;"Schubert_D911-06_000.png"
6;1;216;259;125;139;"Schubert_D911-06_000.png"
7;1;357;259;125;169;"Schubert_D911-06_000.png"
8;1;527;259;125;72;"Schubert_D911-06_000.png"
9;2;58;420;125;150;"Schubert_D911-06_000.png"
10;2;209;420;125;120;"Schubert_D911-06_000.png"
11;2;330;420;125;166;"Schubert_D911-06_000.png"
12;2;498;420;125;101;"Schubert_D911-06_000.png"
13;3;55;585;124;250;"Schubert_D911-06_000.png"
14;3;306;585;124;61;"Schubert_D911-06_000.png"
15;3;367;585;124;114;"Schubert_D911-06_000.png"
16;3;482;585;124;117;"Schubert_D911-06_000.png"
17;4;56;748;120;193;"Schubert_D911-06_000.png"
18;4;249;748;120;47;"Schubert_D911-06_000.png"
19;4;297;748;120;148;"Schubert_D911-06_000.png"
20;4;445;748;120;154;"Schubert_D911-06_000.png"
21;0;52;56;129;203;"Schubert_D911-06_001.png"
22;0;256;56;129;60;"Schubert_D911-06_001.png"
23;0;317;56;129;139;"Schubert_D911-06_001.png"
24;0;457;56;129;137;"Schubert_D911-06_001.png"
25;1;51;230;127;222;"Schubert_D911-06_001.png"
26;1;273;230;128;63;"Schubert_D911-06_001.png"
27;1;337;230;128;192;"Schubert_D911-06_001.png"
28;1;531;230;128;62;"Schubert_D911-06_001.png"
29;2;51;406;120;169;"Schubert_D911-06_001.png"
30;2;221;406;120;140;"Schubert_D911-06_001.png"
31;2;362;406;120;165;"Schubert_D911-06_001.png"
32;2;528;406;120;65;"Schubert_D911-06_001.png"
33;3;50;571;128;166;"Schubert_D911-06_001.png"
34;3;218;571;128;138;"Schubert_D911-06_001.png"
35;3;357;571;128;166;"Schubert_D911-06_001.png"
36;3;524;571;128;69;"Schubert_D911-06_001.png"
37;4;51;739;132;145;"Schubert_D911-06_001.png"
38;4;197;739;132;117;"Schubert_D911-06_001.png"
39;4;315;739;132;170;"Schubert_D911-06_001.png"
40;4;486;739;132;108;"Schubert_D911-06_001.png"
41;0;57;63;125;235;"Schubert_D911-06_002.png"
42;0;293;63;125;64;"Schubert_D911-06_002.png"
43;0;358;63;125;117;"Schubert_D911-06_002.png"
44;0;476;63;125;123;"Schubert_D911-06_002.png"
45;1;57;232;130;194;"Schubert_D911-06_002.png"
46;1;253;232;130;52;"Schubert_D911-06_002.png"
47;1;306;232;130;144;"Schubert_D911-06_002.png"
48;1;451;232;130;148;"Schubert_D911-06_002.png"
49;2;57;402;129;206;"Schubert_D911-06_002.png"
50;2;265;402;129;60;"Schubert_D911-06_002.png"
51;2;326;402;129;138;"Schubert_D911-06_002.png"
52;2;465;402;129;135;"Schubert_D911-06_002.png"
53;3;57;578;128;247;"Schubert_D911-06_002.png"
54;3;305;578;128;68;"Schubert_D911-06_002.png"
55;3;374;578;128;225;"Schubert_D911-06_002.png"
56;4;56;749;122;85;"Schubert_D911-06_002.png"
57;4;142;749;122;124;"Schubert_D911-06_002.png"
58;4;267;749;122;120;"Schubert_D911-06_002.png"
59;4;388;749;122;146;"Schubert_D911-06_002.png"
60;4;535;749;122;59;"Schubert_D911-06_002.png"
