measure;rowindex;x;y;height;width;image
1;0;85;110;119;122;"Schubert_D911-10_000.png"
2;0;209;110;119;74;"Schubert_D911-10_000.png"
3;0;284;110;119;77;"Schubert_D911-10_000.png"
4;0;362;110;119;75;"Schubert_D911-10_000.png"
5;0;438;110;119;78;"Schubert_D911-10_000.png"
6;0;517;110;119;79;"Schubert_D911-10_000.png"
7;1;52;261;121;130;"Schubert_D911-10_000.png"
8;1;183;261;121;83;"Schubert_D911-10_000.png"
9;1;267;261;121;92;"Schubert_D911-10_000.png"
10;1;360;261;121;61;"Schubert_D911-10_000.png"
11;1;422;261;121;67;"Schubert_D911-10_000.png"
12;1;490;261;121;106;"Schubert_D911-10_000.png"
13;2;52;420;130;125;"Schubert_D911-10_000.png"
14;2;177;420;130;84;"Schubert_D911-10_000.png"
15;2;261;420;130;63;"Schubert_D911-10_000.png"
16;2;325;420;130;68;"Schubert_D911-10_000.png"
17;2;394;420;130;128;"Schubert_D911-10_000.png"
18;2;523;420;130;72;"Schubert_D911-10_000.png"
19;3;52;591;118;140;"Schubert_D911-10_000.png"
20;3;193;591;118;84;"Schubert_D911-10_000.png"
21;3;278;591;118;117;"Schubert_D911-10_000.png"
22;3;396;591;118;97;"Schubert_D911-10_000.png"
23;3;494;591;118;101;"Schubert_D911-10_000.png"
24;4;53;744;128;150;"Schubert_D911-10_000.png"
25;4;204;744;128;66;"Schubert_D911-10_000.png"
26;4;271;744;128;60;"Schubert_D911-10_000.png"
27;4;332;744;128;107;"Schubert_D911-10_000.png"
28;4;440;744;128;82;"Schubert_D911-10_000.png"
29;4;522;744;128;72;"Schubert_D911-10_000.png"
30;0;52;50;123;148;"Schubert_D911-10_001.png"
31;0;200;50;123;68;"Schubert_D911-10_001.png"
32;0;268;50;123;63;"Schubert_D911-10_001.png"
33;0;332;50;123;66;"Schubert_D911-10_001.png"
34;0;398;50;123;65;"Schubert_D911-10_001.png"
35;0;463;50;123;61;"Schubert_D911-10_001.png"
36;0;525;50;123;70;"Schubert_D911-10_001.png"
37;1;55;197;114;124;"Schubert_D911-10_001.png"
38;1;179;197;114;88;"Schubert_D911-10_001.png"
39;1;267;197;114;88;"Schubert_D911-10_001.png"
40;1;355;197;114;68;"Schubert_D911-10_001.png"
41;1;424;197;114;64;"Schubert_D911-10_001.png"
42;1;488;197;114;111;"Schubert_D911-10_001.png"
43;2;55;336;119;134;"Schubert_D911-10_001.png"
44;2;191;336;119;80;"Schubert_D911-10_001.png"
45;2;273;336;119;68;"Schubert_D911-10_001.png"
46;2;342;336;119;65;"Schubert_D911-10_001.png"
47;2;408;336;119;89;"Schubert_D911-10_001.png"
48;2;498;336;119;102;"Schubert_D911-10_001.png"
49;3;57;482;110;147;"Schubert_D911-10_001.png"
50;3;205;482;110;83;"Schubert_D911-10_001.png"
51;3;289;482;110;113;"Schubert_D911-10_001.png"
52;3;403;482;110;99;"Schubert_D911-10_001.png"
53;3;502;482;110;98;"Schubert_D911-10_001.png"
54;4;58;617;114;144;"Schubert_D911-10_001.png"
55;4;203;617;114;69;"Schubert_D911-10_001.png"
56;4;273;617;114;69;"Schubert_D911-10_001.png"
57;4;343;617;114;103;"Schubert_D911-10_001.png"
58;4;447;617;114;81;"Schubert_D911-10_001.png"
59;4;528;617;114;72;"Schubert_D911-10_001.png"
60;5;58;757;117;139;"Schubert_D911-10_001.png"
61;5;198;757;117;60;"Schubert_D911-10_001.png"
62;5;259;757;117;60;"Schubert_D911-10_001.png"
63;5;320;757;117;61;"Schubert_D911-10_001.png"
64;5;382;757;117;57;"Schubert_D911-10_001.png"
65;5;440;757;117;63;"Schubert_D911-10_001.png"
66;5;504;757;117;59;"Schubert_D911-10_001.png"
67;5;563;757;117;34;"Schubert_D911-10_001.png"
