chord_str,chord_cnt,chord_freq,composite
G:maj,7639,0.06116337723687898,False
C:maj,7598,0.06083510148524761,False
A:maj,7326,0.0586572721085712,False
D:maj,7268,0.058192882020897556,False
E:maj,5784,0.046310901156971854,False
F:maj,5151,0.04124264382080948,False
N,4793,0.03837623603827215,False
Bb:maj,4321,0.03459706153168662,False
Ab:maj,2941,0.023547780135313664,False
B:maj,2832,0.02267504703951319,False
Eb:maj,2489,0.019928740141719043,False
A:min,2039,0.016325713599423516,False
E:min,1928,0.015436967052323952,False
B:min,1899,0.01520477200848713,False
D:min,1891,0.015140718203290764,False
Db:maj,1707,0.01366748068377437,False
G:7,1186,0.009495976620361102,False
A:min7,1167,0.009343848833019737,False
G:min,1148,0.009191721045678369,False
D:7,1120,0.008967532727491092,False
D:min7,1038,0.008310981224228351,False
E:min7,1026,0.008214900516433804,False
C:7,1023,0.008190880339485167,False
E:7,1019,0.008158853436886986,False
Gb:maj,1009,0.008078786180391529,False
F:7,987,0.007902638216101526,False
F#:maj,980,0.007846591136554707,False
A:7,952,0.007622402818367429,False
G:min7,896,0.007174026181992874,False
C#:min,831,0.006653589014772409,False
C:min,824,0.00659754193522559,False
F#:min,809,0.006477441050482405,False
F:min,806,0.006453420873533768,False
B:min7,785,0.00628527963489331,False
C:min7,760,0.00608511149365467,False
B:7,743,0.005948997157612395,False
D:maj/5,636,0.005092277513111013,False
F#:min7,584,0.004675927779334641,False
Eb:7,551,0.004411705832899636,False
Eb:min7,543,0.004347652027703271,False
Ab:7,535,0.004283598222506906,False
F:min7,504,0.004035389727370992,False
G:5,481,0.0038512350374314422,False
Db:7,465,0.0037231274270387127,False
Bb:7,451,0.0036110332679450737,False
F:maj7,450,0.0036030265422955284,False
Bb:min7,429,0.00343488530365507,False
C#:min7,426,0.0034108651267064334,False
D:5,416,0.0033307978702109774,False
A:5,414,0.003314784418911886,False
Bb:min,389,0.0031146162776732457,False
E:1/1,389,0.0031146162776732457,False
F#:7,386,0.0030905961007246085,False
C:maj7,360,0.0028824212338364225,False
F:maj/5,350,0.0028023539773409665,False
C:sus4,350,0.0028023539773409665,False
Eb:min,319,0.002554145482205052,False
F:maj/3,317,0.002538132030905961,False
G:maj7,317,0.002538132030905961,False
E:maj/3,307,0.0024580647744105047,False
G:maj(9),303,0.0024260378718123222,False
A:1/1,301,0.002410024420513231,False
D:maj7,299,0.0023940109692141397,False
C:5,298,0.0023860042435645944,False
Ab:7(#9),274,0.0021938428279754995,False
C:maj/5,273,0.0021858361023259537,False
A:maj/5,266,0.0021297890227791345,False
C:maj(9),266,0.0021297890227791345,False
D:1/1,259,0.002073741943232315,False
D:maj/3,248,0.0019856679610873135,False
Bb:maj7,244,0.001953641058489131,False
E:min9,237,0.0018975939789423115,False
