id,title,artist,metre,global_key,artists,key,duration,dataset
1069,Must Of Got Lost,,4/4,,The J. Geils Band,C,180.58015873,billboard
0987,Baby I'm Burnin',,4/4,,Dolly Parton,B,158.484897959,billboard
0389,Tenderness,,4/4,,General Public,C,217.312653061,billboard
0973,Little Too Late,,4/4,,Pat Benatar,E,247.879727891,billboard
0184,Always on My Mind,,4/4,,Pet Shop Boys,G,235.180408163,billboard
1056,After The Love Has Gone,,4/4,,"Earth, Wind & Fire",F,280.894693877,billboard
1290,Happy Together,,4/4,,The Turtles,F#,174.863673469,billboard
0170,Golden Earring,,4/4,,Twilight Zone,B,280.398367346,billboard
0726,Would It Make Any Difference To You,,12/8,,Etta James,Ab,158.798367346,billboard
0148,Spirits In The Material World,,4/4,,The Police,A,178.925034013,billboard
0974,Kokomo (From The Cocktail Soundtrack),,4/4,,The Beach Boys,C,217.614897959,billboard
0721,Help Is On The Way,,4/4,,Little River Band,B,242.311836734,billboard
0177,I've Got Love On My Mind,,4/4,,Nathalie Cole,Db,261.276734693,billboard
0345,Doo Doo Doo Doo Doo,,4/4,,The Rolling Stones,E,207.841247165,billboard
1297,Ebony Eyes,,3/4,,The Everly Brothers,E,186.266213151,billboard
0183,Chiquitita,,4/4,,ABBA,A,324.675918367,billboard
1051,My Kinda Lover,,4/4,,Billy Squier,C,211.173877551,billboard
1263,Baby What You Want Me To Do,,4/4,,Jimmy Reed,E,170.499478458,billboard
0728,Breaking Up Is Hard To Do,,4/4,,Neil Sedaka,B,138.738344671,billboard
1058,Ain't No Sunshine,,4/4,,Bill Withers,A,126.380408163,billboard
1093,I Can Help,,12/8,,Billy Swan,C,178.353537414,billboard
0141,Shock the Monkey,,4/4,,Peter Gabriel,D,239.046530612,billboard
0525,Trampled Under Foot,,4/4,,Led Zeppelin,G,335.36,billboard
1067,Hurts To Be In Love,,4/4,,Gino Vanelli,E,222.693877551,billboard
0387,Time Is On My Side,,12/8,,Rolling Stones,F,178.782040816,billboard
0179,You Can't Judge A Book By The Cover,,4/4,,Bo Diddley,Ab,190.772244897,billboard
0945,Riders On The Storm,,4/4,,The Doors,E,430.680816326,billboard
0380,Best Thing That Ever Happened To Me,,4/4,,Gladys Knight & The Pips,A,227.369795918,billboard
0522,Young Hearts Run Free,,4/4,,Candi Staton,Eb,221.93632653,billboard
1094,There's No Other (Like My Baby),,12/8,,The Crystals,D,143.177142857,billboard
1034,Sugar Magnolia,,4/4,,The Greatful Dead,A,199.131428571,billboard
0582,I Don't Blame You At All,,4/4,,The Miracles,Ab,192.208979591,billboard
0112,Letter Full of Tears,,4/4,,Gladys Knight & The Pips,E,165.694693877,billboard
0320,Floy Joy,,4/4,,The Supremes,F,155.11510204,billboard
1239,Will You Love Me Tomorrow,,4/4,,The Shirelles,C,163.57877551,billboard
0911,Hold On,,4/4,,Wilson Phillips,F,221.361632653,billboard
0549,Double Shot (Of My Baby's Love),,4/4,,Swingin' Medallions,Ab,137.952653061,billboard
0929,Dirty Water,,4/4,,Rock And Hyde,G,257.541224489,billboard
0115,Sweet Little Rock N' Roll,,4/4,,Chuck Berry,G,142.465306122,billboard
0571,Quarter To Three,,4/4,,Gary U.S. Bonds,Eb,150.543673469,billboard
0743,One Way or Another,,4/4,,Blondie,D,208.091428571,billboard
0585,Too Weak To Fight,,4/4,,Clarence Carter,Db,138.396734693,billboard
1201,Three Times A Lady,,3/4,,The Commodores,Ab,219.7161678,billboard
1033,Goin' Back,,4/4,,The Byrds,E,207.960816326,billboard
0916,Promises,,4/4,,Eric Clapton,G,181.185306122,billboard
0318,Wheels,,4/4,,The String-A-Longs,F,124.081632653,billboard
0788,Last Date,,4/4,,Floyd Cramer,C,149.524897959,billboard
0547,Almost by Being In Love,,4/4,,Michael Johnson,Eb,234.396734693,billboard
0775,Walking In Memphis,,4/4,,Marc Cohn,C,255.944489795,billboard
0123,Silent Night,,3/4,,Bing Crosby,Ab,161.906938775,billboard
1237,Something About You,,4/4,,Level 42,E,227.265306122,billboard
0781,On Broadway,,4/4,,The Drifters,F#,180.244897959,billboard
0920,Hot In The City,,4/4,,Billy Idol,C,218.09632653,billboard
0578,Giving You the Best That I Got,,4/4,,Anita Baker,A,260.545306122,billboard
1208,Even Now,,4/4,,Bob Seger,E,273.005714285,billboard
1002,Freeze-Frame,,4/4,,J. Geils Band,C,239.830204081,billboard
0124,Promises,,4/4,,Eric Clapton,G,181.185306122,billboard
0772,Press,,4/4,,Paul McCartney,C,283.167346938,billboard
0540,With You I'm Born Again,,3/4,,Billy Preston,D,222.302040816,billboard
0329,Smoking Gun,,4/4,,The Robert Cray Band,E,240.796734693,billboard
0927,"Out Of Sight, Out Of Mind",,4/4,,Little Anthony & The Imperials,Ab,159.798888888,billboard
0944,Starting Over Again,,4/4,,Dolly Parton,Bb,238.236734693,billboard
0711,Some Days Are Diamonds (Some Days Are Stone),,4/4,,John Denver,G,242.788231292,billboard
0147,Wheels,,4/4,,The String-A-Longs,F,124.081632653,billboard
1061,Best Of My Love,,4/4,,Eagles,C,274.808163265,billboard
1253,All Alone Am I,,6/8,,Brenda Lee,F,166.373877551,billboard
0381,Hocus Pocus,,4/4,,Focus,A,206.733061224,billboard
1059,I've Been Everywhere,,6/8,,Hank Snow,Db,166.767120181,billboard
0729,Pretty In Pink,,4/4,,Psychedelic Furs,D,279.992630385,billboard
0943,I Found A True Love,,4/4,,Wilson Pickett,C,145.580408163,billboard
0386,I Really Don't Want To Know,,3/4,,Elvis Presley,C,166.217142857,billboard
0988,If,,4/4,,Bread,A,155.506938775,billboard
1066,My Hometown,,4/4,,Bruce Springsteen,A,274.233469387,billboard
0372,Scarlet Fever,,4/4,,Kenny Rogers,D,238.471836734,billboard
0140,La Grange,,4/4,,ZZ Top,A,234.031020408,billboard
0524,Private Dancer,,4/4,,Tina Turner,G,433.606530612,billboard
0716,Lady (You Bring Me Up),,4/4,,Commodores,C,241.307482993,billboard
0981,Venus,,4/4,,Bananarama,E,222.302040816,billboard
0149,Just When I Needed You Most,,4/4,,Randy Vanwarmer,A,243.513469387,billboard
0182,Annie's Song,,3/4,,John Denver,D,181.514399092,billboard
0512,Going To A Go-Go,,4/4,,The Rolling Stones,E,203.206530612,billboard
0720,Rocky Mountain High,,4/4,,John Denver,E,286.188299319,billboard
1296,White Wedding,,4/4,,Billy Idol,B,253.382040816,billboard
0176,Chicago,,4/4,,25 or 6 to 4,A,290.01723356,billboard
0986,You Make Me Feel Like Dancing,,4/4,,Leo Sayer,E,174.341224489,billboard
1068,Never Can Say Goodbye,,4/4,,Gloria Gaynor,C,178.050612244,billboard
0343,If I Were Your Woman,,4/4,,Gladys Night & The Pips,F#,194.220408163,billboard
0727,Eight Days A Week,,4/4,,The Beatles,D,164.418707482,billboard
0515,Fool That I Am,,4/4,,Etta James,Db,177.632653061,billboard
0185,Just A Dream,,12/8,,Jimmy Clanton,G,152.306099773,billboard
1265,If I Were A Carpenter,,4/4,,Bobby Darin,D,181.23755102,billboard
0317,Dream Police,,4/4,,Cheap Trick,E,231.314285714,billboard
0773,I Want To Walk You Home,,12/8,,Fats Domino,Db,141.609795918,billboard
0787,The Ways Of A Woman In Love,,4/4,,Johnny Cash,Bb,136.724897959,billboard
1003,Baby Come Back,,4/4,,Player,Eb,217.521632653,billboard
0926,Perfidia,,4/4,,The Ventures,C,125.518367346,billboard
0780,Time Is On My Side,,12/8,,Rolling Stones,F,178.782040816,billboard
0546,Disco Inferno,,4/4,,The Trammps,C,217.372199546,billboard
0122,Have You Ever Loved Somebody,,4/4,,Freddie Jackson,E,276.845714285,billboard
0310,The Other Guy,,4/4,,Little River Band,F,169.247346938,billboard
0579,Heart Full of Soul,,4/4,,The Yardbirds,D,149.394285714,billboard
1032,Down And Out In New York City,,4/4,,James Brown,Db,286.380408163,billboard
1200,Echoes Of Love,,4/4,,The Doobie Brothers,A,179.115419501,billboard
0114,Sunshine of Your Love,,4/4,,Cream,D,253.236734693,billboard
0928,Mony Mony,,4/4,,Tommy James,A,174.817800453,billboard
0326,My Boy,,4/4,,Elvis Presley,D,200.594285714,billboard
0742,The Power,,4/4,,Snap,B,220.891428571,billboard
0570,Six Days On The Road,,4/4,,Dave Dudley,G,144.052244897,billboard
0789,Hey Baby,,4/4,,Bruce Channel,A,143.177142857,billboard
0319,I Want You,,4/4,,Marvin Gaye,C#,238.889795918,billboard
0917,A Love Song,,4/4,,Anne Murray,G,164.310204081,billboard
0577,Let's work Together,,4/4,,Canned Heat,G,169.900408163,billboard
0583,Amor,,4/4,,Ben E. King,Bb,185.364897959,billboard
0910,Time For Me To Fly,,4/4,,REO Speedwagon,D,213.133061224,billboard
0896,California Nights,,4/4,,Leslie Gore,C,169.501428571,billboard
1178,I Want You Back,,4/4,,The Jacksons,Ab,179.722448979,billboard
0608,Harden My Heart,,4/4,,Quarterflash,B,217.808979591,billboard
1147,A Cowboy's Work Is Never Done,,4/4,,Sonny & Cher,C,197.773061224,billboard
0095,Drivin' Wheel,,4/4,,Foghat,D,271.36,billboard
0253,Love Came To Me,,4/4,,Dion,G,165.773061224,billboard
0061,I Put A Spell On You,,12/8,,Creedence Clearwater Revival,E,254.275918367,billboard
0637,Human Nature,,4/4,,Michael Jackson,D,245.733877551,billboard
0865,Don't Talk To Strangers,,4/4,,Rick Springfield,E,181.368163265,billboard
0059,Is That All There Is,,3/4,,Peggy Lee,C,264.071836734,billboard
0891,Happy Jack,,4/4,,The Who,D,132.101224489,billboard
0402,Last Kiss,,4/4,,J. Frank Wilson & The Cavaliers,E,147.69632653,billboard
0066,Do You Love Me,,4/4,,The Contours,F,174.367346938,billboard
0254,Sanctify Yourself,,4/4,,Simple Minds,G,299.180408163,billboard
1140,Oh Father,,4/4,,Madonna,F,298.816621315,billboard
0092,Shock the Monkey,,4/4,,Peter Gabriel,D,239.046530612,billboard
0853,I Saw Her Standing There,,4/4,,The Beatles,E,175.830204081,billboard
1149,Going To Chicago Blues,,4/4,,Count Basie,Eb,254.223673469,billboard
0050,Love Me Do,,4/4,,Beatles,G,142.811428571,billboard
1182,My World Fell Down,,4/4,,Sagittarius,Ab,230.347755102,billboard
0606,I Love,,4/4,,Tom D Hall,E,125.701224489,billboard
0434,Where Or When,,4/4,,Dion,Ab,159.525759637,billboard
0898,I Can't Stand It,,4/4,,Eric Clapton,D,250.118049886,billboard
0296,Lyin' Eyes,,4/4,,Eagles,G,380.708571428,billboard
0068,Black Cars,,4/4,,Gino Vannelli,E,189.570612244,billboard
0291,The Way You Do The Things You Do,,4/4,,Rita Coolidge,E,218.81648526,billboard
1171,Night Moves,,4/4,,Bob Seger,Ab,325.773061224,billboard
0433,If I Could Reach You,,4/4,,The 5th Dimension,Bb,189.283265306,billboard
0601,I Can Help,,12/8,,Billy Swan,C,178.353537414,billboard
0265,(Last Night) I Didn't Get To Sleep At All,,4/4,,The 5th Dimension,Ab,192.391836734,billboard
1125,Treat Her Right,,4/4,,Roy Head,G,126.432653061,billboard
0655,Sunrise,,4/4,,Eric Carmen,Ab,321.149387755,billboard
0467,Little Bit O' Soul,,4/4,,The Music Explosion,F#,142.57632653,billboard
0003,I Don't mind,,6/8,,James Brown,C,150.909387755,billboard
0231,"Knowing Me, Knowing You",,4/4,,ABBA,D,243.670204081,billboard
0800,Magic Man,,4/4,,Heart,G,328.542040816,billboard
0458,Addicted to Love,,4/4,,Robert Palmer,A,264.933877551,billboard
0236,"Tonight, Tonight, Tonight",,4/4,,Genesis,D,533.603265306,billboard
0004,You've got a Friend,,4/4,,Roberta Flack and Donny Hathaway,Ab,206.540272108,billboard
0838,Surfin' Safari,,4/4,,The Beach Boys,A,128.914285714,billboard
0494,I Don't Need You,,4/4,,Kenny Rogers,Db,208.718367346,billboard
0807,You Took The Words Right Out Of My Mouth,,4/4,,Meat Loaf,G,290.115918367,billboard
0209,Already Gone,,4/4,,The Eagles,G,255.503673469,billboard
0699,Heartaches,,4/4,,Bachman-Turner Overdrive,E,234.135510204,billboard
0456,With a Little Luck,,4/4,,Paul McCartney,E,346.070204081,billboard
0664,Looking For A Love,,4/4,,The J. Geils Band,C,227.970612244,billboard
1114,Wichita Lineman,,4/4,,Glen Campbell,F,187.428571428,billboard
0690,Queen Of Hearts,,4/4,,Juice Newton,D,209.867755102,billboard
0831,Sexy Eyes,,4/4,,Dr. Hook,C,212.937777777,billboard
0469,In Your Soul,,4/4,,Corey Hart,A,234.657959183,billboard
1113,Lonely Weekends,,4/4,,Charlie Rich,F,129.541224489,billboard
0035,Jimi Hendrix,,4/4,,Freedom,C,263.366530612,billboard
0809,On The Wings Of A Nightingale,,4/4,,The Everly Brothers,A,156.238367346,billboard
0207,Back in the High Life Again,,4/4,,Steve Winwood,D,262.6961678,billboard
0663,He's so shy,,4/4,,Pointer Sisters,C,220.342857142,billboard
0451,Got It Made,,4/4,,Crosby Stills and Nash,C,274.311836734,billboard
0238,You Decorated My Life,,4/4,,Kenny Rogers,G,220.421224489,billboard
0600,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",,4/4,,Baltimora,F,232.462222222,billboard
0432,One Bad Apple,,4/4,,The Osmonds,C,166.112653061,billboard
0056,I Love You So,,4/4,,Bobbi Martin,Bb,176.099954648,billboard
0264,Dandelion,,4/4,,Rolling Stones,Bb,228.022857142,billboard
1170,Summertime Blues,,4/4,,Blue Cheer,C,226.194285714,billboard
0290,Long Dark Road,,4/4,,The Hollies,E,260.59755102,billboard
1148,I Don t Want Your Love,,4/4,,Duran Duran,D,228.126802721,billboard
0638,Out Of My Mind,,4/4,,Johnny Tillotson,G,157.361632653,billboard
0852,Bad Moon Rising,,4/4,,Creedence Clearwater Revival,D,132.649795918,billboard
0297,That's the Way I Feel About Cha,,4/4,,Bobby Womack,D,216.372244897,billboard
1177,Against The Wind,,4/4,,Bob Seger,G,333.871020408,billboard
0263,Last Kiss,,4/4,,Wednesday,E,156.081632653,billboard
0051,Carrie,,4/4,,Cliff Richard,D,225.410612244,billboard
1183,Private Dancer,,4/4,,Tina Turner,G,433.606530612,billboard
0607,Everlasting Love,,4/4,,Carl Carlton,A,155.039637188,billboard
0890,Let's Go Get Stoned,,4/4,,Ray Charles,Db,183.849795918,billboard
0864,Elvira,,4/4,,Oak Ridge Boys,C,161.155147392,billboard
1141,Talk Back Trembling Lips,,4/4,,Johnny Tillotson,A,158.511020408,billboard
0403,I Never Loved A Man,,3/4,,Aretha Franklin,F,164.127346938,billboard
0631,If You really love me,,4/4,,Stevie Wonder,F,179.644081632,billboard
0067,Bongo Stomp,,4/4,,Little Joey & The Flips,Eb,137.247346938,billboard
0863,Wheels,,4/4,,The String-A-Longs,F,124.081632653,billboard
0636,After the Lovin',,6/8,,Engelbert Humperdinck,C,236.460408163,billboard
0404,He's A Rebel,,4/4,,The Crystals,F,156.780249433,billboard
1146,"Abraham, Martin And John",,4/4,,Dion,E,199.862857142,billboard
0094,Wild Horses,,4/4,,Rolling Stones,G,344.137142857,billboard
0206,Maybe I'm Amazed,,4/4,,Paul McCartney,D,233.404081632,billboard
0034,Yvonne Elliman,,4/4,,If I Can't Have You,C,180.088163265,billboard
0450,Jessie's Girl,,4/4,,Rick Springfield,D,196.503287981,billboard
0662,Looking For A Love,,4/4,,The J. Geils Band,C,227.970612244,billboard
0696,Too Many Rivers,,4/4,,Brenda Lee,Bb,171.676734693,billboard
1112,Never Knew Love Like This Before,,4/4,,Stephanie Mills,B,324.497324263,billboard
0837,Sweet Love,,4/4,,Anita Baker,Bb,266.344489795,billboard
0239,Sail On Sailor,,4/4,,The Beach Boys,G,199.235918367,billboard
0691,Tell It Like It Is,,12/8,,The Neville Brothers,E,266.866938775,billboard
0457,Not Fade Away,,4/4,,Rolling Stones,E,186.279183673,billboard
0033,Crazy On You,,4/4,,Heart,A,291.510498866,billboard
0830,Trying To Live My Life Without You,,4/4,,Bob Seger & The Silver Bullet Band,D,243.891632653,billboard
0468,Ain't Too Proud To Beg,,4/4,,The Temptations,C,154.335668934,billboard
1123,Lonely Weekends,,4/4,,Charlie Rich,F,129.541224489,billboard
0839,When Will I Be Loved,,4/4,,Linda Ronstadt,E,124.91755102,billboard
0461,On Broadway,,4/4,,The Drifters,F#,180.244897959,billboard
0698,People Get Ready,,4/4,,Jeff Beck,D,296.071836734,billboard
0208,Another Rainy Day in New York City,,4/4,,Chicago,A,181.551020408,billboard
0806,We're All Alone,,4/4,,Rita Coolidge,G,220.491247165,billboard
0654,Tainted Love,,4/4,,Soft Cell,G,161.436734693,billboard
1124,Carry Me,,4/4,,"David Crosby,Graham Nash",E,214.77877551,billboard
0492,Don't stand so close to me,,4/4,,Police,Eb,243.095510204,billboard
0649,Stoned Love,,4/4,,The Supremes,D,181.577142857,billboard
0823,Lovely Day,,4/4,,Bill Withers,E,247.299455782,billboard
