jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz
uspop2002_143.jams,Bye Bye Bye,Nsync,No Strings Attached,01,200.0,21/03/2000,3dfe3673-7f81-4cc0-a16e-c1502e9c502c,USJI10000001,632447.0,https://www.deezer.com/track/632447,https://music.youtube.com/watch?v=fxHjlCBHuzA,
uspop2002_114.jams,I Believe,Blessid Union Of Souls,The Singles,14,234.269,,83d0ebc1-a7aa-4d2b-bcc3-1828a563ce34,,,,https://music.youtube.com/watch?v=Hg-8TgahSyk,
uspop2002_102.jams,Without You,Mariah Carey,Music Box,07,216.0,08/09/2023,507335e2-4888-49e1-86df-b96ae05d499f,USSM19303176,2442224825.0,https://www.deezer.com/track/2442224825,https://music.youtube.com/watch?v=c9YuFLHQfCg,
uspop2002_155.jams,You Are So Beautiful,Joe Cocker,Joe Cocker Live,10,166.0,21/05/1990,ca423b0f-86e0-4012-b641-be385c4e7558,USCA29000034,3166553.0,https://www.deezer.com/track/3166553,https://music.youtube.com/watch?v=4Yb1tR2OoE0,
uspop2002_77.jams,Take Me Home Country Roads,John Denver,Poems Prayers Promises,07,189.0,06/04/1971,6b03f838-c649-4be6-88f7-35977f6545dd,USRC11100481,82697686.0,https://www.deezer.com/track/82697686,https://music.youtube.com/watch?v=c0dvabcWVo0,
uspop2002_98.jams,Tears In Heaven,Eric Clapton,Unplugged,04,276.0,25/08/1992,4f359f6a-2240-460b-9b4d-fb981d72441e,USRE11300314,1933842237.0,https://www.deezer.com/track/1933842237,https://music.youtube.com/watch?v=CoOp12ayIVg,
uspop2002_179.jams,Fernando,Abba,Live,08,324.0,29/09/2014,29de95ce-b8d9-4cf4-8955-29c526e7d829,SEUM71400829,84791787.0,https://www.deezer.com/track/84791787,https://music.youtube.com/watch?v=b-U3-Sla8GM,
uspop2002_20.jams,Loser,Beck,Mellow Gold,01,235.0,10/08/2004,9d9e92f9-695e-4fca-af9d-0ecda1c6de43,USGF19463401,422033092.0,https://www.deezer.com/track/422033092,https://music.youtube.com/watch?v=5Z1-5wNjMgs,
uspop2002_180.jams,Super Trouper,Abba,Live,10,263.0,,c5eb87ea-de72-4ecb-8beb-6f037241cbc1,,,,https://music.youtube.com/watch?v=cBjAZvpJDQs,
uspop2002_36.jams,She S Always A Woman,Billy Joel,The Stranger,07,201.0,02/09/2009,506ae263-7f46-47b7-9e83-055505cfb279,USSM17700375,988632.0,https://www.deezer.com/track/988632,https://music.youtube.com/watch?v=kdxSmoxfl7A,
