jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz
jaah_16.jams,The Preacher,Horace Silver; The Jazz Messengers,Horace Silver and the Jazz Messengers,6,259.99,31/10/2014,c7ff468d-f263-41a4-b644-a935f9290f1c,GBLGL0939315,457403412.0,https://www.deezer.com/track/457403412,https://music.youtube.com/watch?v=Ses_IarHeJ0,
jaah_107.jams,Swing That Music,Louis Armstrong and His Orchestra,"The Complete Louis Armstrong, Vol. 7: Swing That Music 1934-1937",13,174.07,25/06/2012,7a3b16fb-d992-4285-954c-8c6cf7566d44,FRX190901411,95191252.0,https://www.deezer.com/track/95191252,https://music.youtube.com/watch?v=T9g28UewKOk,
jaah_2.jams,Grandpa's Spells,Jelly Roll Morton's Red Hot Peppers,Lunceford Special,14,175.36,12/08/2021,bdcab9c7-69b6-4256-bb5c-9d629a3e312e,DEKB71456874,1438807062.0,https://www.deezer.com/track/1438807062,https://music.youtube.com/watch?v=evpsWwSzo0s,
jaah_94.jams,Maple Leaf Rag,New Orleans Feetwarmers,Jazz At Its Best,5,179.44,21/01/2015,a1315c6c-9a3c-4ae2-819d-63505727a24c,ZA01G1401327,83758506.0,https://www.deezer.com/track/83758506,https://music.youtube.com/watch?v=b0PxF8cPARM,
jaah_20.jams,In a Mellotone,Duke Ellington & His Orchestra,"Duke Ellington and His Orchestra Selected Favorites, Vol. 13",4,199.27,21/03/2011,9aad1b48-2ca7-45cc-b3eb-ea9202c65776,USA371309876,12355551.0,https://www.deezer.com/track/12355551,https://music.youtube.com/watch?v=sorqKmPcnMs,
jaah_77.jams,He's Funny That Way,Billie Holiday,Retrospective 1935-1952,11,160.71,28/08/2006,f816dfb9-64a9-4921-aee9-29a316f64c47,FR8V60600013,2311188465.0,https://www.deezer.com/track/2311188465,https://music.youtube.com/watch?v=STcOWGw0s94,
jaah_98.jams,Four Brothers,Woody Herman and His Orchestra,Great Jazz Artists,18,198.52,01/02/2021,8a9dc1eb-b86c-402c-9e7a-116ee9c06eaf,UK4YS1398965,1228355832.0,https://www.deezer.com/track/1228355832,https://music.youtube.com/watch?v=pnQAQdw1gFg,
jaah_61.jams,Body and Soul,The Benny Goodman Trio,Ken Burns Jazz-Benny Goodman,7,211.03,26/10/2000,c3dcaa8c-dced-4bd9-83fd-3feefeeff142,USLIC0601094,853623.0,https://www.deezer.com/track/853623,https://music.youtube.com/watch?v=rVZESAHznUg,
jaah_36.jams,Giant Steps,John Coltrane,The Atlantic Years in Mono,1,287.4,10/06/2016,2de1491b-7477-4676-b883-443aee5bbcbe,USRH11601300,126372151.0,https://www.deezer.com/track/126372151,https://music.youtube.com/watch?v=fZ1pcOenxoo,
jaah_37.jams,When Lights Are Low,Lionel Hampton and His Orchestra,The Kings of Swing,12,136.29,11/06/2018,cb774201-988e-46f0-b563-c98753c6a2a1,FR2X41883841,509126202.0,https://www.deezer.com/track/509126202,https://music.youtube.com/watch?v=mIv8_XItld0,
