chord_str,chord_cnt,chord_freq,composite
G:maj,7560,0.0787237587470843,False
C:maj,6625,0.06898742085971343,False
D:maj,4998,0.05204515161612796,False
A:maj,4662,0.048546317894035323,False
F:maj,4591,0.047806981006331226,False
E:maj,4168,0.04340219926691103,False
Bb:maj,3478,0.036217094301899365,False
N,3199,0.033311812729090305,False
D:min,2443,0.025439436854381874,False
A:min,2298,0.023929523492169275,False
Ab:maj,2141,0.022294651782739087,False
F#:maj,2106,0.02193018993668777,False
B:maj,2034,0.021180439853382207,False
E:min,1848,0.019243585471509495,False
E:min9,1542,0.016057147617460847,False
B:min,1534,0.015973842052649116,False
Eb:maj,1532,0.015953015661446183,False
D:min7,1367,0.014234838387204265,False
A:min7,1250,0.013016494501832723,False
G#:maj,1177,0.01225633122292569,False
C#:min7,1152,0.011996001332889037,False
F#:min,1103,0.011485754748417194,False
C:min,941,0.009798817060979674,False
D:7,833,0.008674191936021326,False
B:7,807,0.008403448850383206,False
E:7,781,0.008132705764745085,False
G#:min7,743,0.007737004331889371,False
G:min,719,0.007487087637454182,False
A:maj/2,706,0.007351716094635121,False
D:min/5,696,0.00724758413862046,False
Gb:maj,691,0.007195518160613129,False
E:min7,663,0.006903948683772076,False
C:maj/5,660,0.006872709096967677,False
B:maj9,616,0.006414528490503166,False
Bb:min,603,0.006279156947684105,False
A:7,597,0.0062166777740753085,False
C#:min,594,0.006185438187270909,False
C:7,571,0.005945934688437187,False
Ab:7,568,0.005914695101632789,False
F:min,543,0.0056543652115961344,False
B:maj7,507,0.005279490169943352,False
A:maj/5,503,0.005237837387537488,False
C#:maj,499,0.005196184605131623,False
Bb:maj7,494,0.005144118627124292,False
G:maj7,476,0.0049566811062979,False
B:min7,464,0.0048317227590803065,False
F#:7,425,0.004425608130623125,False
F:maj/3,421,0.004383955348217261,False
G:7,397,0.004134038653782072,False
D:maj/3,397,0.004134038653782072,False
Db:maj,358,0.0037279240253248916,False
D#:maj,356,0.0037070976341219593,False
G:maj/3,343,0.003571726091302899,False
F:7,343,0.003571726091302899,False
G:min7,341,0.003550899700099967,False
D:maj/5,336,0.003498833722092636,False
F:maj7,323,0.0033634621792735754,False
F#:min7,291,0.003030239920026658,False
E:maj/5,286,0.002978173942019327,False
C:maj/3,285,0.0029677607464178605,False
F:min7,273,0.0028428023992002668,False
Eb:min,270,0.002811562812395868,False
C:sus2,263,0.002738670443185605,False
C#:min7/4,253,0.002634538487170943,False
A:maj7,247,0.002572059313562146,False
G:maj/5,245,0.002551232922359214,False
Bb:maj/5,224,0.0023325558147284237,False
Eb:min7,222,0.0023117294235254914,False
Ab:sus4,219,0.002280489836721093,False
D:sus4,215,0.002238837054315228,False
E:maj/3,203,0.002113878707097634,False
A#:min7,188,0.0019576807730756415,False
F:maj6,185,0.0019264411862712429,False
E:min/b3,185,0.0019264411862712429,False
A:sus2,182,0.0018952015994668444,False
Db:7,177,0.0018431356214595135,False
F:maj/5,172,0.0017910696434521825,False
Bb:maj/2,170,0.0017702432522492503,False
A:min/b3,163,0.001697350883038987,False
D:min/b3,159,0.0016556981006331222,False
C:maj9,154,0.0016036321226257915,False
C:9,152,0.001582805731422859,False
