start;end;shorthand;extended;majmin;majmin_inv
1.46;5;"B:min";"B:(b3,5)";"B:min";"B:min"
5;8.88;"F#:7/B";"F#:(3,5,b7)/B";"F#:maj";"F#:maj/B"
8.88;13.32;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
13.32;21.5;"B:min";"B:(b3,5)";"B:min";"B:min"
21.5;25.88;"F#:7/B";"F#:(3,5,b7)/B";"F#:maj";"F#:maj/B"
25.88;30.06;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
30.06;34.3;"B:min";"B:(b3,5)";"B:min";"B:min"
34.3;39.12;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
39.12;43.78;"B:min";"B:(b3,5)";"B:min";"B:min"
43.78;46.5;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
46.5;47.2;"D#:(3,5,b9)/A#";"D#:(3,5,b9)/A#";"D#:maj";"D#:maj/A#"
47.2;50.12;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
50.12;51.56;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
51.56;53.94;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
53.94;57.18;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
57.18;58.9;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
58.9;59.84;"D#:(3,5,b9)/A#";"D#:(3,5,b9)/A#";"D#:maj";"D#:maj/A#"
59.84;62.38;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
62.38;64.9;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
64.9;66.88;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
66.88;69.4;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
69.4;72.14;"B:min";"B:(b3,5)";"B:min";"B:min"
72.14;74.74;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
74.74;77.18;"G:maj";"G:(3,5)";"G:maj";"G:maj"
77.18;78.1;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
78.1;78.98;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
78.98;79.6;"A:(3,b5,b7)/D#";"A:(3,b5,b7)/D#";"A:maj";"A:maj/D#"
79.6;81.66;"D:maj";"D:(3,5)";"D:maj";"D:maj"
81.66;81.92;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
81.92;83.44;"G:min";"G:(b3,5)";"G:min";"G:min"
83.44;91.02;"D:maj";"D:(3,5)";"D:maj";"D:maj"
91.02;97.94;"F:dim7";"F:(b3,b5,bb7)";"F:min";"F:min"
97.94;104.52;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
104.52;107.84;"C#:dim";"C#:(b3,b5)";"C#:min";"C#:min"
107.84;113.4;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
113.4;117.08;"B:min";"B:(b3,5)";"B:min";"B:min"
117.08;121.8;"F#:7/B";"F#:(3,5,b7)/B";"F#:maj";"F#:maj/B"
121.8;126.9;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
126.9;131.58;"B:min";"B:(b3,5)";"B:min";"B:min"
131.58;135.98;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
135.98;140.7;"B:min";"B:(b3,5)";"B:min";"B:min"
140.7;143.46;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
143.46;143.96;"B:aug/D#";"B:(3,#5)/D#";"B:maj";"B:maj/D#"
143.96;147.78;"E:maj";"E:(3,5)";"E:maj";"E:maj"
147.78;150.38;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
150.38;153.06;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
153.06;157.28;"B:maj";"B:(3,5)";"B:maj";"B:maj"
157.28;160.54;"C#:hdim7/E";"C#:(b3,b5,b7)/E";"C#:min";"C#:min/E"
160.54;164.8;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
164.8;168.94;"B:min";"B:(b3,5)";"B:min";"B:min"
168.94;174.34;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
174.34;178.68;"B:min";"B:(b3,5)";"B:min";"B:min"
