start;end;shorthand;extended;majmin;majmin_inv
0.42;5.08;"A:min";"A:(b3,5)";"A:min";"A:min"
5.08;9.22;"E:7/A";"E:(3,5,b7)/A";"E:maj";"E:maj/A"
9.22;14.46;"E:(3,5,b7,b9)/A";"E:(3,5,b7,b9)/A";"E:maj";"E:maj/A"
14.46;23.56;"A:min";"A:(b3,5)";"A:min";"A:min"
23.56;27.9;"E:7/A";"E:(3,5,b7)/A";"E:maj";"E:maj/A"
27.9;32.38;"E:(3,5,b7,b9)/A";"E:(3,5,b7,b9)/A";"E:maj";"E:maj/A"
32.38;36.86;"A:min";"A:(b3,5)";"A:min";"A:min"
36.86;41.58;"E:(3,5,b7,b9)/A";"E:(3,5,b7,b9)/A";"E:maj";"E:maj/A"
41.58;46.68;"A:min";"A:(b3,5)";"A:min";"A:min"
46.68;49.98;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
49.98;50.74;"C#:(3,5,b9)/G#";"C#:(3,5,b9)/G#";"C#:maj";"C#:maj/G#"
50.74;53.1;"F#:min/A";"F#:(b3,5)/A";"F#:min";"F#:min/A"
53.1;55.82;"C#:7/G#";"C#:(3,5,b7)/G#";"C#:maj";"C#:maj/G#"
55.82;58.12;"F#:min/A";"F#:(b3,5)/A";"F#:min";"F#:min/A"
58.12;61.44;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
61.44;63.26;"E:maj";"E:(3,5)";"E:maj";"E:maj"
63.26;64.18;"C#:(3,5,b9)/G#";"C#:(3,5,b9)/G#";"C#:maj";"C#:maj/G#"
64.18;66.9;"F#:min/A";"F#:(b3,5)/A";"F#:min";"F#:min/A"
66.9;69.82;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
69.82;72;"E:maj";"E:(3,5)";"E:maj";"E:maj"
72;74.58;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
74.58;77.16;"A:min";"A:(b3,5)";"A:min";"A:min"
77.16;80.26;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
80.26;82.82;"F:maj";"F:(3,5)";"F:maj";"F:maj"
82.82;84.06;"F:7/D#";"F:(3,5,b7)/D#";"F:maj";"F:maj/D#"
84.06;85.06;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
85.06;86.18;"G:(3,b5,b7)/C#";"G:(3,b5,b7)/C#";"G:maj";"G:maj/C#"
86.18;88.48;"C:maj";"C:(3,5)";"C:maj";"C:maj"
88.48;88.92;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
88.92;90.24;"F:min";"F:(b3,5)";"F:min";"F:min"
90.24;99.64;"C:maj";"C:(3,5)";"C:maj";"C:maj"
99.64;107.62;"D#:dim7";"D#:(b3,b5,bb7)";"D#:min";"D#:min"
107.62;114.66;"E:maj";"E:(3,5)";"E:maj";"E:maj"
114.66;119.24;"B:dim";"B:(b3,b5)";"B:min";"B:min"
119.24;125.12;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
125.12;129;"A:min";"A:(b3,5)";"A:min";"A:min"
129;134.1;"E:7/A";"E:(3,5,b7)/A";"E:maj";"E:maj/A"
134.1;138.56;"E:(3,5,b7,b9)/A";"E:(3,5,b7,b9)/A";"E:maj";"E:maj/A"
138.56;143;"A:min";"A:(b3,5)";"A:min";"A:min"
143;148.16;"E:(3,5,b7,b9)/A";"E:(3,5,b7,b9)/A";"E:maj";"E:maj/A"
148.16;152.44;"A:min";"A:(b3,5)";"A:min";"A:min"
152.44;155.14;"A:maj/C#";"A:(3,5)/C#";"A:maj";"A:maj/C#"
155.14;155.64;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
155.64;159.5;"D:maj";"D:(3,5)";"D:maj";"D:maj"
159.5;162.4;"B:min";"B:(b3,5)";"B:min";"B:min"
162.4;165.44;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
165.44;168.3;"A:maj";"A:(3,5)";"A:maj";"A:maj"
168.3;172.88;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
172.88;176.92;"E:maj";"E:(3,5)";"E:maj";"E:maj"
176.92;181.08;"A:min";"A:(b3,5)";"A:min";"A:min"
181.08;186.78;"E:(3,5,b7,b9)/A";"E:(3,5,b7,b9)/A";"E:maj";"E:maj/A"
186.78;190.88;"A:min";"A:(b3,5)";"A:min";"A:min"
