start;end;shorthand;extended;majmin;majmin_inv
1.8;4.92;"A:min";"A:(b3,5)";"A:min";"A:min"
4.92;5.66;"F:maj7";"F:(3,5,7)";"F:maj";"F:maj"
5.66;6;"D#:dim7";"D#:(b3,b5,bb7)";"D#:min";"D#:min"
6;6.34;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
6.34;7.68;"C:maj";"C:(3,5)";"C:maj";"C:maj"
7.68;9.02;"D:min";"D:(b3,5)";"D:min";"D:min"
9.02;9.72;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
9.72;10.36;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
10.36;11.14;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
11.14;11.94;"E:maj";"E:(3,5)";"E:maj";"E:maj"
11.94;13.3;"A:min";"A:(b3,5)";"A:min";"A:min"
13.3;14.78;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
14.78;16.18;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
16.18;17.6;"A:min";"A:(b3,5)";"A:min";"A:min"
17.6;19.02;"A:min";"A:(b3,5)";"A:min";"A:min"
19.02;20.48;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
20.48;21.9;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
21.9;23.36;"A:min";"A:(b3,5)";"A:min";"A:min"
23.36;24.8;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
24.8;26.3;"A:min";"A:(b3,5)";"A:min";"A:min"
26.3;27.82;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
27.82;29.3;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
29.3;29.68;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
29.68;30.82;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
30.82;31.58;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
