start;end;shorthand;extended;majmin;majmin_inv
0.74;9.26;"F:maj";"F:(3,5)";"F:maj";"F:maj"
9.26;17.84;"C:maj";"C:(3,5)";"C:maj";"C:maj"
17.84;21.5;"F:maj";"F:(3,5)";"F:maj";"F:maj"
21.5;25.1;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
25.1;26.98;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
26.98;27.94;"D:(3,5,b7,b9)/A#";"D:(3,5,b7,b9)/A#";"D:maj";"D:maj/A#"
27.94;29.08;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
29.08;31.02;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
31.02;33.88;"A:(3,5,b7,b9)/C#";"A:(3,5,b7,b9)/C#";"A:maj";"A:maj/C#"
33.88;35.54;"D:min";"D:(b3,5)";"D:min";"D:min"
35.54;37.84;"A:maj";"A:(3,5)";"A:maj";"A:maj"
37.84;42.24;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
42.24;46.12;"F:maj";"F:(3,5)";"F:maj";"F:maj"
46.12;48.74;"C:maj";"C:(3,5)";"C:maj";"C:maj"
48.74;49.74;"C:min";"C:(b3,5)";"C:min";"C:min"
49.74;51.54;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
51.54;53.54;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
53.54;57.92;"G:min";"G:(b3,5)";"G:min";"G:min"
57.92;60.04;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
60.04;63.88;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
63.88;66.04;"C:maj";"C:(3,5)";"C:maj";"C:maj"
66.04;66.88;"F:7/D#";"F:(3,5,b7)/D#";"F:maj";"F:maj/D#"
66.88;68.04;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
68.04;68.54;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
68.54;70.32;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
70.32;74.94;"F:maj";"F:(3,5)";"F:maj";"F:maj"
74.94;79;"F:maj";"F:(3,5)";"F:maj";"F:maj"
79;82.32;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
82.32;84.54;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
84.54;85.5;"D:(3,5,b7,b9)/A#";"D:(3,5,b7,b9)/A#";"D:maj";"D:maj/A#"
85.5;86.64;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
86.64;88.68;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
88.68;90.86;"C:maj";"C:(3,5)";"C:maj";"C:maj"
90.86;96.64;"F:maj";"F:(3,5)";"F:maj";"F:maj"
96.64;97.64;"C:maj";"C:(3,5)";"C:maj";"C:maj"
97.64;98.68;"C:min";"C:(b3,5)";"C:min";"C:min"
98.68;100.44;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
100.44;102.46;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
102.46;106.74;"G:min";"G:(b3,5)";"G:min";"G:min"
106.74;109.72;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
109.72;110.92;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
110.92;114.74;"C:maj";"C:(3,5)";"C:maj";"C:maj"
114.74;115.7;"F:7/D#";"F:(3,5,b7)/D#";"F:maj";"F:maj/D#"
115.7;116.78;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
116.78;117.94;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
117.94;119.38;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
119.38;123.82;"F:maj";"F:(3,5)";"F:maj";"F:maj"
123.82;127.74;"F:maj";"F:(3,5)";"F:maj";"F:maj"
127.74;131.48;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
131.48;133.36;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
133.36;134.36;"D:(3,5,b7,b9)/A#";"D:(3,5,b7,b9)/A#";"D:maj";"D:maj/A#"
134.36;135.48;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
135.48;136.48;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
136.48;138.94;"C:maj";"C:(3,5)";"C:maj";"C:maj"
138.94;143.88;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
