start;end;shorthand;extended;majmin;majmin_inv
1.76;2.86;"D:min";"D:(b3,5)";"D:min";"D:min"
2.86;3.98;"G:min";"G:(b3,5)";"G:min";"G:min"
3.98;4.24;"G#:dim";"G#:(b3,b5)";"G#:min";"G#:min"
4.24;4.48;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
4.48;4.76;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
4.76;6.54;"G#:dim7/B";"G#:(b3,b5,bb7)/B";"G#:min";"G#:min/B"
6.54;6.84;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
6.84;7.62;"A:maj";"A:(3,5)";"A:maj";"A:maj"
7.62;11.38;"D:min";"D:(b3,5)";"D:min";"D:min"
11.38;14.46;"A:maj";"A:(3,5)";"A:maj";"A:maj"
14.46;17.06;"A:(3,5,b7,b9)";"A:(3,5,b9)";"A:maj";"A:maj"
17.06;18.26;"D:min";"D:(b3,5)";"D:min";"D:min"
18.26;19.04;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
19.04;19.7;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
19.7;20.3;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
20.3;20.9;"A:maj";"A:(3,5)";"A:maj";"A:maj"
20.9;21.36;"D:min";"D:(b3,5)";"D:min";"D:min"
21.36;22.8;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
22.8;23.54;"A:maj";"A:(3,5)";"A:maj";"A:maj"
23.54;24.66;"D:min";"D:(b3,5)";"D:min";"D:min"
24.66;26.1;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
26.1;26.48;"F:(3,5,b7,b9)";"F:(3,5,b7,b9)";"F:maj";"F:maj"
26.48;27.76;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
27.76;28.08;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
28.08;28.38;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
28.38;28.7;"G:min";"G:(b3,5)";"G:min";"G:(b3,5)"
28.7;29;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
29;31.3;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
31.3;31.7;"F:(3,5,b7,b9)";"F:(3,5,b7,b9)";"F:maj";"F:maj"
31.7;33.04;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
33.04;33.34;"A#:7/G#";"A#:(3,5,b7)/G#";"A#:maj";"A#:maj/G#"
33.34;33.64;"D#:maj/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
33.64;33.94;"C:hdim7/F#";"C:(b3,b5,b7)/F#";"C:min";"C:min/F#"
33.94;34.28;"F:maj6";"F:(3,5,6)";"F:maj";"F:maj"
34.28;35.76;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
35.76;38.46;"A:(3,5,b7,b9)/C#";"A:(3,5,b7,b9)/C#";"A:maj";"A:maj/C#"
38.46;39.74;"D:min";"D:(b3,5)";"D:min";"D:min"
39.74;41.14;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
41.14;43.82;"F#:dim7/D#";"F#:(b3,b5,bb7)/D#";"F#:min";"F#:min/D#"
43.82;44.28;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
44.28;47.48;"A:7/C#";"A:(3,5,b7)/C#";"A:maj";"A:maj/C#"
47.48;48.48;"E:(3,b5,b7)/G#";"E:(3,b5,b7)/G#";"E:maj";"E:maj/G#"
48.48;48.86;"A:maj";"A:(3,5)";"A:maj";"A:maj"
48.86;49.26;"D:min";"D:(b3,5)";"D:min";"D:min"
49.26;50.76;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
50.76;51.58;"A:maj";"A:(3,5)";"A:maj";"A:maj"
51.58;52.82;"D:min";"D:(b3,5)";"D:min";"D:min"
