start;end;shorthand;extended;majmin;majmin_inv
0.32;3.8;"A:min";"A:(b3,5)";"A:min";"A:min"
3.8;7.7;"D:min";"D:(b3,5)";"D:min";"D:min"
7.7;11.2;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
11.2;14.9;"A:min";"A:(b3,5)";"A:min";"A:min"
14.9;18.64;"A:min";"A:(b3,5)";"A:min";"A:min"
18.64;19.98;"D:min";"D:(b3,5)";"D:min";"D:min"
19.98;22.16;"A:min";"A:(b3,5)";"A:min";"A:min"
22.16;25.46;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
25.46;28.9;"A:min";"A:(b3,5)";"A:min";"A:min"
28.9;31.78;"C:maj/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
31.78;35.92;"F:maj";"F:(3,5)";"F:maj";"F:maj"
35.92;38.74;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
38.74;41.78;"C:maj";"C:(3,5)";"C:maj";"C:maj"
41.78;43.38;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
43.38;44.82;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
44.82;47.14;"A:min";"A:(b3,5)";"A:min";"A:min"
47.14;49.06;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
49.06;50.42;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
50.42;56.28;"A:min";"A:(b3,5)";"A:min";"A:min"
56.28;57.32;"D:min";"D:(b3,5)";"D:min";"D:min"
57.32;59.7;"A:min";"A:(b3,5)";"A:min";"A:min"
59.7;63.04;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
63.04;66.14;"A:min";"A:(b3,5)";"A:min";"A:min"
66.14;69.56;"C:maj/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
69.56;72.74;"F:maj";"F:(3,5)";"F:maj";"F:maj"
72.74;75.94;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
75.94;78.72;"C:maj";"C:(3,5)";"C:maj";"C:maj"
78.72;80.4;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
80.4;81.68;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
81.68;84.46;"A:min";"A:(b3,5)";"A:min";"A:min"
84.46;86.46;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
86.46;87.92;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
87.92;91.08;"A:min";"A:(b3,5)";"A:min";"A:min"
91.08;94.08;"A:(3,5,b9)";"A:(3,5,b9)";"A:maj";"A:maj"
94.08;97.6;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
97.6;101.44;"E:(3,5,b9)/B";"E:(3,5,b9)/B";"E:maj";"E:maj/B"
101.44;105.2;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
105.2;107.14;"A#:maj/F";"A#:(3,5)/F";"A#:maj";"A#:maj/F"
107.14;108.4;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
108.4;112.4;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
112.4;114.58;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
114.58;116.1;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
116.1;118.86;"A:min";"A:(b3,5)";"A:min";"A:min"
118.86;120.08;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
120.08;122.14;"A#:maj/F";"A#:(3,5)/F";"A#:maj";"A#:maj/F"
122.14;124.04;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
124.04;128.1;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
128.1;131.28;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
131.28;137.26;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
137.26;141.12;"A:min";"A:(b3,5)";"A:min";"A:min"
141.12;142.7;"D:min";"D:(b3,5)";"D:min";"D:min"
142.7;145.16;"A:min";"A:(b3,5)";"A:min";"A:min"
145.16;149.3;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
149.3;155.08;"A:min";"A:(b3,5)";"A:min";"A:min"
