start;end;shorthand;extended;majmin;majmin_inv
0.2;3.54;"A:maj";"A:(3,5)";"A:maj";"A:maj"
3.54;4.98;"C#:7/G#";"C#:(3,5,b7)/G#";"C#:maj";"C#:maj/G#"
4.98;5.7;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
5.7;6.46;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
6.46;7.96;"A:maj";"A:(3,5)";"A:maj";"A:maj"
7.96;10.9;"A:maj";"A:(3,5)";"A:maj";"A:maj"
10.9;12.08;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
12.08;13.92;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
13.92;15.3;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
15.3;16.36;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
16.36;16.76;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
16.76;17.78;"A:maj";"A:(3,5)";"A:maj";"A:maj"
17.78;18.26;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
18.26;19.72;"A:maj";"A:(3,5)";"A:maj";"A:maj"
19.72;22.66;"A:maj";"A:(3,5)";"A:maj";"A:maj"
22.66;25.3;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
25.3;25.58;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
25.58;27;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
27;27.8;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
27.8;28.46;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
28.46;29.36;"A:maj";"A:(3,5)";"A:maj";"A:maj"
29.36;29.96;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
29.96;31.44;"A:maj";"A:(3,5)";"A:maj";"A:maj"
31.44;34.36;"A:min";"A:(b3,5)";"A:min";"A:min"
34.36;37.36;"E:maj";"E:(3,5)";"E:maj";"E:maj"
37.36;38.54;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
38.54;38.84;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
38.84;40.34;"E:maj";"E:(3,5)";"E:maj";"E:maj"
40.34;41.04;"F#:min7/E";"F#:(b3,5,b7)/E";"F#:min";"F#:min/E"
41.04;41.8;"E:dim7";"E:(b3,b5,bb7)";"E:min";"E:min"
41.8;43.3;"E:maj";"E:(3,5)";"E:maj";"E:maj"
43.3;45.38;"E:aug";"E:(3,#5)";"E:maj";"E:maj"
45.38;48.42;"A:maj";"A:(3,5)";"A:maj";"A:maj"
48.42;51.04;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
51.04;51.34;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
51.34;52.8;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
52.8;53.76;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
53.76;54.36;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
54.36;55.16;"A:maj";"A:(3,5)";"A:maj";"A:maj"
55.16;56;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
56;57.5;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
57.5;58.3;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
58.3;59.08;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
59.08;59.74;"A:maj";"A:(3,5)";"A:maj";"A:maj"
59.74;60.6;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
60.6;67.18;"A:maj";"A:(3,5)";"A:maj";"A:maj"
