start;end;shorthand;extended;majmin;majmin_inv
0.26;2.58;"E:maj";"E:(3,5)";"E:maj";"E:maj"
2.58;5.22;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
5.22;7.34;"E:maj";"E:(3,5)";"E:maj";"E:maj"
7.34;8.96;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
8.96;9.28;"G#:(3,5,b7,b9)/C";"G#:(3,5,b7,b9)/C";"G#:maj";"G#:maj/C"
9.28;11;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
11;11.34;"C#:(3,5,b7,b9)/B";"C#:(3,5,b7,b9)/B";"C#:maj";"C#:maj/B"
11.34;12.52;"F#:min/A";"F#:(b3,5)/A";"F#:min";"F#:min/A"
12.52;14.44;"F#:min7";"F#:(b3,5,b7)";"F#:min";"F#:min"
14.44;21.28;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
21.28;28.38;"E:maj";"E:(3,5)";"E:maj";"E:maj"
28.38;31.7;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
31.7;33.82;"E:maj";"E:(3,5)";"E:maj";"E:maj"
33.82;35.08;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
35.08;41.8;"E:maj";"E:(3,5)";"E:maj";"E:maj"
41.8;45.6;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
45.6;49.28;"E:maj";"E:(3,5)";"E:maj";"E:maj"
49.28;52.02;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
52.02;52.74;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
52.74;56.88;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
56.88;58.84;"A:maj";"A:(3,5)";"A:maj";"A:maj"
58.84;60.86;"E:maj";"E:(3,5)";"E:maj";"E:maj"
60.86;64.44;"B:maj";"B:(3,5)";"B:maj";"B:maj"
64.44;66.84;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
66.84;68.06;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
68.06;75;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
75;76.5;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
76.5;80.22;"E:maj";"E:(3,5)";"E:maj";"E:maj"
80.22;82.58;"E:min";"E:(b3,5)";"E:min";"E:min"
82.58;85.26;"B:maj";"B:(3,5)";"B:maj";"B:maj"
85.26;87.22;"E:min";"E:(b3,5)";"E:min";"E:min"
87.22;90.74;"B:maj";"B:(3,5)";"B:maj";"B:maj"
90.74;96.62;"E:min";"E:(b3,5)";"E:min";"E:min"
96.62;99.94;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
99.94;109.7;"E:min";"E:(b3,5)";"E:min";"E:min"
109.7;113.52;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
113.52;117.24;"E:min";"E:(b3,5)";"E:min";"E:min"
117.24;120.72;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
120.72;125.78;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
125.78;126.62;"A:maj/B";"A:(3,5)/B";"A:maj";"A:maj/B"
126.62;128.9;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
128.9;132.76;"B:maj";"B:(3,5)";"B:maj";"B:maj"
132.76;136.22;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
136.22;143.22;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
143.22;144.54;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
144.54;148.28;"E:maj";"E:(3,5)";"E:maj";"E:maj"
148.28;148.76;"C:maj";"C:(3,5)";"C:maj";"C:maj"
148.76;149.08;"B:(3,5,b9)/C";"B:(3,5,b9)/C";"B:maj";"B:maj/C"
149.08;149.42;"C:maj";"C:(3,5)";"C:maj";"C:maj"
149.42;149.76;"F#:(3,b5,b9)/C";"F#:(3,b5,b9)/C";"F#:maj";"F#:maj/C"
149.76;150.1;"B:maj/C";"B:(3,5)/C";"B:maj";"B:maj/C"
150.1;150.64;"C:maj";"C:(3,5)";"C:maj";"C:maj"
150.64;152.92;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
152.92;153.26;"C:maj";"C:(3,5)";"C:maj";"C:maj"
153.26;153.58;"B:(3,5,b9)/C";"B:(3,5,b9)/C";"B:maj";"B:maj/C"
153.58;153.92;"C:maj";"C:(3,5)";"C:maj";"C:maj"
153.92;154.26;"F#:(3,b5,b9)/C";"F#:(3,b5,b9)/C";"F#:maj";"F#:maj/C"
154.26;154.7;"B:maj/C";"B:(3,5)/C";"B:maj";"B:maj/C"
154.7;155.06;"C:maj";"C:(3,5)";"C:maj";"C:maj"
155.06;155.46;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
155.46;155.78;"C:maj";"C:(3,5)";"C:maj";"C:maj"
155.78;159.32;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
159.32;159.68;"C:maj";"C:(3,5)";"C:maj";"C:maj"
159.68;160;"F:min";"F:(b3,5)";"F:min";"F:min"
160;160.34;"C:maj";"C:(3,5)";"C:maj";"C:maj"
160.34;160.68;"F:min";"F:(b3,5)";"F:min";"F:min"
160.68;161;"C:maj";"C:(3,5)";"C:maj";"C:maj"
161;161.34;"F:min";"F:(b3,5)";"F:min";"F:min"
161.34;161.7;"C:maj";"C:(3,5)";"C:maj";"C:maj"
161.7;161.98;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
161.98;162.32;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
162.32;162.64;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
162.64;162.96;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
162.96;163.5;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
163.5;163.84;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
163.84;164.16;"F#:(b5,b7)/C";"F#:(b5,b7)/C";"F#:maj";"F#:maj/C"
164.16;164.54;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
164.54;164.88;"F#:(b5,b7)/C";"F#:(b5,b7)/C";"F#:maj";"F#:maj/C"
164.88;165.3;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
165.3;165.66;"F#:(b5,b7)/C";"F#:(b5,b7)/C";"F#:maj";"F#:maj/C"
165.66;167.02;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
167.02;170.58;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
170.58;170.92;"C#:7/B";"C#:(3,5,b7)/B";"C#:maj";"C#:maj/B"
170.92;172.28;"F#:min/B";"F#:(b3,5)/B";"F#:min";"F#:min/B"
172.28;183.16;"B:(3,5,b9)/B";"B:(3,5,b9)/B";"B:maj";"B:maj/B"
183.16;189.52;"E:maj";"E:(3,5)";"E:maj";"E:maj"
189.52;192.58;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
192.58;202.32;"E:maj";"E:(3,5)";"E:maj";"E:maj"
202.32;205.86;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
205.86;209.04;"E:maj";"E:(3,5)";"E:maj";"E:maj"
209.04;212.28;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
212.28;215.98;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
215.98;217.18;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
217.18;218.04;"A:maj";"A:(3,5)";"A:maj";"A:maj"
