start;end;shorthand;extended;majmin;majmin_inv
0.66;1.26;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
1.26;2.82;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
2.82;3.82;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
3.82;5.92;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
5.92;6.48;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
6.48;8.22;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
8.22;9.54;"B:maj";"B:(3,5)";"B:maj";"B:maj"
9.54;10.14;"B:(3,#5,7)/A#";"B:(3,#5,7)/A#";"B:maj";"B:maj/A#"
10.14;10.74;"G#:min";"G#:(b3,5)";"G#:min";"G#:min"
10.74;11.44;"G#:hdim7/F#";"G#:(b3,b5,b7)/F#";"G#:min";"G#:min/F#"
11.44;12.06;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
12.06;12.66;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
12.66;13.92;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
13.92;15.6;"G#:min";"G#:(b3,5)";"G#:min";"G#:min"
15.6;16.36;"A:dim7";"A:(b3,b5,bb7)";"A:min";"A:min"
16.36;19.04;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
19.04;20.88;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
20.88;21.5;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
21.5;23.52;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
23.52;24.18;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
24.18;26.04;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
26.04;26.64;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
26.64;28.54;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
28.54;29.48;"B:maj";"B:(3,5)";"B:maj";"B:maj"
29.48;30.48;"B:(3,#5,7)/A#";"B:(3,#5,7)/A#";"B:maj";"B:maj/A#"
30.48;31.28;"G#:min";"G#:(b3,5)";"G#:min";"G#:min"
31.28;31.82;"G#:hdim7/F#";"G#:(b3,b5,b7)/F#";"G#:min";"G#:min/F#"
31.82;32.5;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
32.5;34.38;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
34.38;36.16;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
36.16;36.8;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
36.8;38.52;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
38.52;39.3;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
39.3;41.2;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
41.2;41.86;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
41.86;43.48;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
43.48;44.2;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
44.2;45.84;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
45.84;46.58;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
46.58;48.84;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
48.84;49.94;"D:dim7";"D:(b3,b5,bb7)";"D:min";"D:min"
49.94;50.44;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
50.44;51.14;"B:maj";"B:(3,5)";"B:maj";"B:maj"
51.14;52.28;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
52.28;53.46;"B:maj";"B:(3,5)";"B:maj";"B:maj"
53.46;54.6;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
54.6;55.86;"B:maj";"B:(3,5)";"B:maj";"B:maj"
55.86;57;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
57;58.44;"A:dim7";"A:(b3,b5,bb7)";"A:min";"A:min"
58.44;60.22;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
60.22;60.86;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
60.86;62.12;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
62.12;65.58;"G#:(b5,b7)/D";"G#:(b5,b7)/D";"G#:maj";"G#:maj"
65.58;66.8;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
66.8;68.26;"C:dim7";"C:(b3,b5,bb7)";"C:min";"C:min"
68.26;71.12;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
71.12;72.32;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
72.32;73;"G:dim/C#";"G:(b3,b5)/C#";"G:min";"G:min/C#"
73;75.46;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
