start;end;shorthand;extended;majmin;majmin_inv
0.32;2.88;"D:min";"D:(b3,5)";"D:min";"D:min"
2.88;4.36;"D:min7/C";"D:(b3,5,b7)/C";"D:min";"D:min/C"
4.36;5.78;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
5.78;7.32;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
7.32;8.9;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
8.9;10.38;"A:maj";"A:(3,5)";"A:maj";"A:maj"
10.38;11.9;"D:min";"D:(b3,5)";"D:min";"D:min"
11.9;13.5;"A:maj";"A:(3,5)";"A:maj";"A:maj"
13.5;16.32;"D:min";"D:(b3,5)";"D:min";"D:min"
16.32;19.28;"A:maj";"A:(3,5)";"A:maj";"A:maj"
19.28;22.02;"D:min";"D:(b3,5)";"D:min";"D:min"
22.02;25.18;"A:maj";"A:(3,5)";"A:maj";"A:maj"
25.18;31.2;"C#:min/G#";"C#:(b3,5)/G#";"C#:min";"C#:min/G#"
31.2;32.68;"F#:min7";"F#:(b3,5,b7)";"F#:min";"F#:min"
32.68;34.16;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
34.16;37.12;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
37.12;38.04;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
38.04;38.8;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
38.8;40.3;"A:maj";"A:(3,5)";"A:maj";"A:maj"
40.3;43.22;"D:min";"D:(b3,5)";"D:min";"D:min"
43.22;46.24;"A:maj";"A:(3,5)";"A:maj";"A:maj"
46.24;48.92;"D:min";"D:(b3,5)";"D:min";"D:min"
48.92;52.26;"A:maj";"A:(3,5)";"A:maj";"A:maj"
52.26;58.1;"C#:min/G#";"C#:(b3,5)/G#";"C#:min";"C#:min/G#"
58.1;59.88;"F#:min7";"F#:(b3,5,b7)";"F#:min";"F#:min"
59.88;61.38;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
61.38;64.54;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
64.54;66.04;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
66.04;66.74;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
66.74;67.62;"A:maj";"A:(3,5)";"A:maj";"A:maj"
67.62;69.02;"D:maj";"D:(3,5)";"D:maj";"D:maj"
69.02;70.46;"E:9/G#";"E:(3,5,b7,9)/G#";"E:maj";"E:maj/G#"
70.46;71.72;"A:maj";"A:(3,5)";"A:maj";"A:maj"
71.72;73.06;"B:7/F#";"B:(3,5,b7)/F#";"B:maj";"B:maj/F#"
73.06;74.44;"E:min";"E:(b3,5)";"E:min";"E:min"
74.44;75.8;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
75.8;77.92;"D:maj";"D:(3,5)";"D:maj";"D:maj"
77.92;78.46;"G:maj";"G:(3,5)";"G:maj";"G:maj"
78.46;79.6;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
79.6;80.5;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
80.5;81.2;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
81.2;81.96;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
81.96;82.74;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
82.74;84.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
84.22;85.52;"E:min7/G";"E:(b3,5,b7)/G";"E:min";"E:min/G"
85.52;87.06;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
87.06;90.22;"A:maj";"A:(3,5)";"A:maj";"A:maj"
90.22;92.46;"D:maj";"D:(3,5)";"D:maj";"D:maj"
92.46;93.14;"E:9/G#";"E:(3,5,b7,9)/G#";"E:maj";"E:maj/G#"
93.14;95.24;"A:maj";"A:(3,5)";"A:maj";"A:maj"
95.24;96.02;"B:7/F#";"B:(3,5,b7)/F#";"B:maj";"B:maj/F#"
96.02;97.64;"E:min";"E:(b3,5)";"E:min";"E:min"
97.64;99.1;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
99.1;101.38;"D:maj";"D:(3,5)";"D:maj";"D:maj"
101.38;102;"G:maj";"G:(3,5)";"G:maj";"G:maj"
102;103.44;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
103.44;104.14;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
104.14;104.94;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
104.94;105.62;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
105.62;106.46;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
106.46;108.08;"G:maj";"G:(3,5)";"G:maj";"G:maj"
108.08;109.52;"E:min7/G";"E:(b3,5,b7)/G";"E:min";"E:min/G"
