start;end;shorthand;extended;majmin;majmin_inv
2.58;6.5;"A:min";"A:(b3,5)";"A:min";"A:min"
6.5;10.24;"D:min";"D:(b3,5)";"D:min";"D:min"
10.24;13.66;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
13.66;17.38;"A:min";"A:(b3,5)";"A:min";"A:min"
17.38;21.02;"A:min";"A:(b3,5)";"A:min";"A:min"
21.02;22.4;"D:min";"D:(b3,5)";"D:min";"D:min"
22.4;24.82;"A:min";"A:(b3,5)";"A:min";"A:min"
24.82;28.62;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
28.62;31.86;"A:min";"A:(b3,5)";"A:min";"A:min"
31.86;34.6;"C:maj/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
34.6;38.3;"F:maj";"F:(3,5)";"F:maj";"F:maj"
38.3;40.96;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
40.96;44.18;"C:maj";"C:(3,5)";"C:maj";"C:maj"
44.18;46.38;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
46.38;47.96;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
47.96;50.54;"A:min";"A:(b3,5)";"A:min";"A:min"
50.54;53.28;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
53.28;55.22;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
55.22;61.66;"A:min";"A:(b3,5)";"A:min";"A:min"
61.66;62.86;"D:min";"D:(b3,5)";"D:min";"D:min"
62.86;65.12;"A:min";"A:(b3,5)";"A:min";"A:min"
65.12;68.58;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
68.58;72.06;"A:min";"A:(b3,5)";"A:min";"A:min"
72.06;75.48;"C:maj/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
75.48;78.94;"F:maj";"F:(3,5)";"F:maj";"F:maj"
78.94;81.82;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
81.82;84.9;"C:maj";"C:(3,5)";"C:maj";"C:maj"
84.9;87.28;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
87.28;89.06;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
89.06;92.22;"A:min";"A:(b3,5)";"A:min";"A:min"
92.22;94.92;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
94.92;96.58;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
96.58;100.1;"A:min";"A:(b3,5)";"A:min";"A:min"
100.1;103.78;"A:(3,5,b9)";"A:(3,5,b9)";"A:maj";"A:maj"
103.78;107.36;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
107.36;111.46;"E:(3,5,b9)/B";"E:(3,5,b9)/B";"E:maj";"E:maj/B"
111.46;115.56;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
115.56;118.08;"A#:maj/F";"A#:(3,5)/F";"A#:maj";"A#:maj/F"
118.08;119.76;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
119.76;124.8;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
124.8;127.46;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
127.46;129.76;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
129.76;132.54;"A:min";"A:(b3,5)";"A:min";"A:min"
132.54;133.84;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
133.84;135.06;"A#:maj/F";"A#:(3,5)/F";"A#:maj";"A#:maj/F"
135.06;138.12;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
138.12;143.02;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
143.02;147.26;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
147.26;153.02;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
153.02;156.38;"A:min";"A:(b3,5)";"A:min";"A:min"
156.38;157.76;"D:min";"D:(b3,5)";"D:min";"D:min"
157.76;159.98;"A:min";"A:(b3,5)";"A:min";"A:min"
159.98;164.12;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
164.12;169.54;"A:min";"A:(b3,5)";"A:min";"A:min"
