start;end;shorthand;extended;majmin;majmin_inv
0.94;7.1;"B:min";"B:(b3,5)";"B:min";"B:min"
7.1;10.68;"C#:hdim7/B";"C#:(b3,b5,b7)/B";"C#:min";"C#:min/B"
10.68;13.94;"B:min";"B:(b3,5)";"B:min";"B:min"
13.94;17.38;"C#:hdim7/B";"C#:(b3,b5,b7)/B";"C#:min";"C#:min/B"
17.38;27.92;"B:min";"B:(b3,5)";"B:min";"B:min"
27.92;29.64;"C#:hdim7/B";"C#:(b3,b5,b7)/B";"C#:min";"C#:min/B"
29.64;40.84;"B:min";"B:(b3,5)";"B:min";"B:min"
40.84;42.36;"C#:hdim7/B";"C#:(b3,b5,b7)/B";"C#:min";"C#:min/B"
42.36;45.48;"B:min";"B:(b3,5)";"B:min";"B:min"
45.48;48.7;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
48.7;50.36;"B:min";"B:(b3,5)";"B:min";"B:min"
50.36;51.04;"C#:(3,5,b7,b9)";"C#:(3,5,b7,b9)";"C#:maj";"C#:maj"
51.04;52.04;"B:min/D";"B:(b3,5)/D";"B:min";"B:min/D"
52.04;55.66;"C#:(3,b5,b7)";"C#:(3,b5,b7)";"C#:maj";"C#:maj"
55.66;59.12;"F#:(3,5,b9)";"F#:(3,5,b9)";"F#:maj";"F#:maj"
59.12;62.18;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
62.18;63.8;"B:min";"B:(b3,5)";"B:min";"B:min"
63.8;65.06;"C#:(3,5,b7,b9)";"C#:(3,5,b7,b9)";"C#:maj";"C#:maj"
65.06;65.58;"B:min/D";"B:(b3,5)/D";"B:min";"B:min/D"
65.58;69.16;"C#:(b5,b7)";"C#:(b5,b7)";"C#:maj";"C#:maj"
69.16;76.32;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
76.32;79.92;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
79.92;83.74;"A:maj";"A:(3,5)";"A:maj";"A:maj"
83.74;87.04;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
87.04;90.78;"A:maj";"A:(3,5)";"A:maj";"A:maj"
90.78;91.56;"A:maj";"A:(3,5)";"A:maj";"A:maj"
91.56;92.26;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
92.26;92.98;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
92.98;93.6;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
93.6;95.24;"G:maj";"G:(3,5)";"G:maj";"G:maj"
95.24;95.96;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
95.96;96.66;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
96.66;100.26;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
100.26;102.98;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
102.98;103.84;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
103.84;106.3;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
106.3;107.18;"C#:(b5,b7)/G";"C#:(b5,b7)/G";"C#:maj";"C#:maj/G"
107.18;109.96;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
109.96;111.34;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
111.34;113.6;"B:min";"B:(b3,5)";"B:min";"B:min"
113.6;114.4;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
114.4;116;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
116;117.92;"B:min";"B:(b3,5)";"B:min";"B:min"
117.92;121.68;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
121.68;125.2;"G:maj";"G:(3,5)";"G:maj";"G:maj"
125.2;128.7;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
128.7;133.06;"A:maj";"A:(3,5)";"A:maj";"A:maj"
133.06;133.76;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
133.76;134.48;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
134.48;135.06;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
135.06;136.66;"G:maj";"G:(3,5)";"G:maj";"G:maj"
136.66;137.4;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
137.4;138.18;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
138.18;142.22;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
142.22;144.96;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
144.96;145.94;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
145.94;148.76;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
148.76;149.84;"C#:(b5,b7)/G";"C#:(b5,b7)/G";"C#:maj";"C#:maj/G"
149.84;153.04;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
153.04;155.12;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
155.12;171.98;"B:min";"B:(b3,5)";"B:min";"B:min"
