start;end;shorthand;extended;majmin;majmin_inv
0.76;4.7;"B:min";"B:(b3,5)";"B:min";"B:min"
4.7;8.72;"F#:7/B";"F#:(3,5,b7)/B";"F#:maj";"F#:maj/B"
8.72;13.02;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
13.02;21.62;"B:min";"B:(b3,5)";"B:min";"B:min"
21.62;26.12;"F#:7/B";"F#:(3,5,b7)/B";"F#:maj";"F#:maj/B"
26.12;30.8;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
30.8;35.8;"B:min";"B:(b3,5)";"B:min";"B:min"
35.8;40.38;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
40.38;45.3;"B:min";"B:(b3,5)";"B:min";"B:min"
45.3;48.12;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
48.12;49;"D#:(3,5,b9)/A#";"D#:(3,5,b9)/A#";"D#:maj";"D#:maj/A#"
49;51.76;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
51.76;54.5;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
54.5;57.18;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
57.18;60.46;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
60.46;62.94;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
62.94;63.68;"D#:(3,5,b9)/A#";"D#:(3,5,b9)/A#";"D#:maj";"D#:maj/A#"
63.68;66.64;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
66.64;69.9;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
69.9;72.92;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
72.92;76.78;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
76.78;80.08;"B:min";"B:(b3,5)";"B:min";"B:min"
80.08;84.6;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
84.6;87.5;"G:maj";"G:(3,5)";"G:maj";"G:maj"
87.5;88.7;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
88.7;89.7;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
89.7;90.7;"A:(3,b5,b7)/D#";"A:(3,b5,b7)/D#";"A:maj";"A:maj/D#"
90.7;93.04;"D:maj";"D:(3,5)";"D:maj";"D:maj"
93.04;93.3;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
93.3;94.72;"G:min";"G:(b3,5)";"G:min";"G:min"
94.72;103.02;"D:maj";"D:(3,5)";"D:maj";"D:maj"
103.02;110.42;"F:dim7";"F:(b3,b5,bb7)";"F:min";"F:min"
110.42;117.7;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
117.7;122.42;"C#:dim";"C#:(b3,b5)";"C#:min";"C#:min"
122.42;127.42;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
127.42;130.86;"B:min";"B:(b3,5)";"B:min";"B:min"
130.86;135.82;"F#:7/B";"F#:(3,5,b7)/B";"F#:maj";"F#:maj/B"
135.82;141.04;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
141.04;146.42;"B:min";"B:(b3,5)";"B:min";"B:min"
146.42;151.8;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
151.8;156.88;"B:min";"B:(b3,5)";"B:min";"B:min"
156.88;160.4;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
160.4;161.24;"B:aug/D#";"B:(3,#5)/D#";"B:maj";"B:maj/D#"
161.24;165.36;"E:maj";"E:(3,5)";"E:maj";"E:maj"
165.36;169.5;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
169.5;172.7;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
172.7;175.36;"B:maj";"B:(3,5)";"B:maj";"B:maj"
175.36;180.62;"C#:hdim7/E";"C#:(b3,b5,b7)/E";"C#:min";"C#:min/E"
180.62;185.12;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
185.12;189.98;"B:min";"B:(b3,5)";"B:min";"B:min"
189.98;195.16;"F#:(3,5,b7,b9)/B";"F#:(3,5,b7,b9)/B";"F#:maj";"F#:maj/B"
195.16;199.86;"B:min";"B:(b3,5)";"B:min";"B:min"
