start;end;shorthand;extended;majmin;majmin_inv
2;2.88;"C:min";"C:(b3,5)";"C:min";"C:min"
2.88;3.6;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
3.6;4.32;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
4.32;5;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
5;5.76;"F:min";"F:(b3,5)";"F:min";"F:min"
5.76;6.48;"D:hdim7";"D:(b3,b5,b7)";"D:min";"D:min"
6.48;7.88;"C:min";"C:(b3,5)";"C:min";"C:min"
7.88;8.56;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
8.56;9.24;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
9.24;10.7;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
10.7;11.36;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
11.36;12.12;"C#:maj/F";"C#:(3,5)/F";"C#:maj";"C#:maj/F"
12.12;12.8;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
12.8;13.52;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
13.52;16.24;"C:min";"C:(b3,5)";"C:min";"C:min"
16.24;16.74;"C:min";"C:(b3,5)";"C:min";"C:min"
16.74;17.7;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
17.7;19.08;"C:min";"C:(b3,5)";"C:min";"C:min"
19.08;19.7;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
19.7;20.38;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
20.38;21.76;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
21.76;23.08;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
23.08;24.46;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
24.46;27.24;"C:min";"C:(b3,5)";"C:min";"C:min"
27.24;27.92;"C:min";"C:(b3,5)";"C:min";"C:min"
27.92;28.56;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
28.56;29.94;"C:min";"C:(b3,5)";"C:min";"C:min"
29.94;30.58;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
30.58;31.38;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
31.38;32.72;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
32.72;38.84;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
38.84;39.5;"A#:(3,5,b7,b9)/G#";"A#:(3,5,b7,b9)/G#";"A#:maj";"A#:maj/G#"
39.5;40.18;"D#:maj/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
40.18;40.56;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
40.56;40.92;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
40.92;41.6;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
41.6;42.32;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
42.32;43.02;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
43.02;43.78;"A#:aug/D";"A#:(3,#5)/D";"A#:maj";"A#:maj/D"
43.78;44.48;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
44.48;45.08;"A#:aug/D";"A#:(3,#5)/D";"A#:maj";"A#:maj/D"
45.08;45.78;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
45.78;46.44;"A#:aug/D";"A#:(3,#5)/D";"A#:maj";"A#:maj/D"
46.44;47.14;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
47.14;47.82;"A#:aug/D";"A#:(3,#5)/D";"A#:maj";"A#:maj/D"
47.82;48.46;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
48.46;49.06;"A#:aug/D";"A#:(3,#5)/D";"A#:maj";"A#:maj/D"
49.06;49.74;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
49.74;50.28;"G:(3,5,b7,b9)/F";"G:(3,5,b7,b9)/F";"G:maj";"G:maj/F"
50.28;51.08;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
51.08;51.7;"G:(3,5,b7,b9)/F";"G:(3,5,b7,b9)/F";"G:maj";"G:maj/F"
51.7;53.72;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
53.72;54.5;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
54.5;55.06;"F:maj";"F:(3,5)";"F:maj";"F:maj"
55.06;55.7;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
55.7;56.34;"F:maj";"F:(3,5)";"F:maj";"F:maj"
56.34;56.98;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
56.98;57.66;"F:maj";"F:(3,5)";"F:maj";"F:maj"
57.66;58.24;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
58.24;58.94;"F:maj";"F:(3,5)";"F:maj";"F:maj"
58.94;59.58;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
59.58;60.08;"F:maj";"F:(3,5)";"F:maj";"F:maj"
60.08;60.58;"C#:dim7/G";"C#:(b3,b5,bb7)/G";"C#:min";"C#:min/G"
60.58;61.08;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
61.08;62.3;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
62.3;63.68;"D:maj";"D:(3,5)";"D:maj";"D:maj"
63.68;64.4;"D:min";"D:(b3,5)";"D:min";"D:min"
64.4;64.98;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
64.98;65.72;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
65.72;66.36;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
66.36;67.06;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
67.06;67.92;"G:maj";"G:(3,5)";"G:maj";"G:maj"
67.92;68.68;"C:min";"C:(b3,5)";"C:min";"C:min"
68.68;69.42;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
69.42;70.68;"C:min";"C:(b3,5)";"C:min";"C:min"
70.68;71.34;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
71.34;72.04;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
72.04;73.4;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
73.4;74.72;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
74.72;76.06;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
76.06;78.1;"C:min";"C:(b3,5)";"C:min";"C:min"
78.1;78.76;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
78.76;79.52;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
79.52;80.12;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
80.12;80.78;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
80.78;81.4;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
81.4;82.06;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
82.06;82.78;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
82.78;83.4;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
83.4;84.04;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
84.04;85.38;"F:min";"F:(b3,5)";"F:min";"F:min"
85.38;86.06;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
86.06;86.74;"D:hdim7/G#";"D:(b3,b5,b7)/G#";"D:min";"D:min/G#"
86.74;88.08;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
88.08;89.64;"G:maj";"G:(3,5)";"G:maj";"G:maj"
89.64;92.48;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
92.48;92.98;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
92.98;93.72;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
93.72;94.36;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
94.36;95.06;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
95.06;95.66;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
95.66;96.5;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
96.5;97;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
97;97.78;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
97.78;98.52;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
98.52;99.28;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
99.28;100.78;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
100.78;102.04;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
102.04;103.64;"G:maj";"G:(3,5)";"G:maj";"G:maj"
103.64;104.4;"C:min";"C:(b3,5)";"C:min";"C:min"
104.4;105.16;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
105.16;105.82;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
105.82;106.58;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
106.58;107.3;"F:min";"F:(b3,5)";"F:min";"F:min"
107.3;108.02;"D:hdim7";"D:(b3,b5,b7)";"D:min";"D:min"
108.02;109.44;"C:min";"C:(b3,5)";"C:min";"C:min"
109.44;110.12;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
110.12;110.84;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
110.84;112.32;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
112.32;113;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
113;113.72;"F:min";"F:(b3,5)";"F:min";"F:min"
113.72;114.4;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
114.4;115.18;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
115.18;125.34;"C:min";"C:(b3,5)";"C:min";"C:min"
