start;end;shorthand;extended;majmin;majmin_inv
0.74;6.36;"F:min";"F:(b3,5)";"F:min";"F:min"
6.36;7.64;"E:dim7/C#";"E:(b3,b5,bb7)/C#";"E:min";"E:min/C#"
7.64;8.98;"G:(3,b5,b7)/C#";"G:(3,b5,b7)/C#";"G:maj";"G:maj/C#"
8.98;11.64;"C";"C:(3,5)";"C:maj";"C:maj"
11.64;14.58;"F:min";"F:(b3,5)";"F:min";"F:min"
14.58;17.1;"F:min";"F:(b3,5)";"F:min";"F:min"
17.1;20.86;"C#";"C#:(3,5)";"C#:maj";"C#:maj"
20.86;22.1;"G:hdim7/A#";"G:(b3,b5,b7)/A#";"G:min";"G:min/A#"
22.1;24.54;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
24.54;27.06;"F:min";"F:(b3,5)";"F:min";"F:min"
27.06;29.56;"A#:min/C#";"A#:(b3,5)/C#";"A#:min";"A#:min/C#"
29.56;32.1;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
32.1;34.58;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
34.58;37.44;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
37.44;38.72;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
38.72;39.94;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
39.94;41.2;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
41.2;41.84;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
41.84;42.52;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
42.52;43.74;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
43.74;45.02;"C";"C:(3,5)";"C:maj";"C:maj"
45.02;46.36;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
46.36;47.68;"C";"C:(3,5)";"C:maj";"C:maj"
47.68;48.86;"F:min";"F:(b3,5)";"F:min";"F:min"
48.86;50.16;"C";"C:(3,5)";"C:maj";"C:maj"
50.16;55.62;"F:min";"F:(b3,5)";"F:min";"F:min"
55.62;61.84;"F";"F:(3,5)";"F:maj";"F:maj"
61.84;62.5;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
62.5;63.1;"F";"F:(3,5)";"F:maj";"F:maj"
63.1;63.78;"C";"C:(3,5)";"C:maj";"C:maj"
63.78;64.46;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
64.46;65.86;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
65.86;68.36;"F/C";"F:(3,5)/C";"F:maj";"F:maj/C"
68.36;69.62;"F";"F:(3,5)";"F:maj";"F:maj"
69.62;70.94;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
70.94;73.74;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
73.74;76.42;"A:(3,5,b9)";"A:(3,5,b9)";"A:min";"A:min"
76.42;79.02;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
79.02;84.06;"A:(3,5,b9)";"A:(3,5,b9)";"A:min";"A:min"
84.06;84.8;"E";"E:(3,5)";"E:maj";"E:maj"
84.8;89.86;"A";"A:(3,5)";"A:maj";"A:maj"
89.86;95.1;"A:min";"A:(b3,5)";"A:min";"A:min"
95.1;97.68;"F:min";"F:(b3,5)";"F:min";"F:min"
97.68;100.58;"G:(3,b5,b7,b9)/C#";"G:(3,b5,b7,b9)/C#";"G:maj";"G:maj/C#"
100.58;101.92;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
101.92;106.92;"C";"C:(3,5)";"C:maj";"C:maj"
106.92;109.54;"F:min";"F:(b3,5)";"F:min";"F:min"
109.54;113.52;"C#";"C#:(3,5)";"C#:maj";"C#:maj"
113.52;114.72;"G:hdim7/A#";"G:(b3,b5,b7)/A#";"G:min";"G:min/A#"
114.72;117.14;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
117.14;119.66;"F:min";"F:(b3,5)";"F:min";"F:min"
119.66;122.2;"A#:min/C#";"A#:(b3,5)/C#";"A#:min";"A#:min/C#"
122.2;124.84;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
124.84;127.7;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
127.7;130.56;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
130.56;131.88;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
131.88;133.18;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
133.18;134.54;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
134.54;135.2;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
135.2;135.86;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
135.86;137.1;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
137.1;138.32;"C";"C:(3,5)";"C:maj";"C:maj"
138.32;139.46;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
139.46;140.76;"C";"C:(3,5)";"C:maj";"C:maj"
140.76;141.9;"F:min";"F:(b3,5)";"F:min";"F:min"
141.9;143.18;"C";"C:(3,5)";"C:maj";"C:maj"
143.18;148.18;"F:min";"F:(b3,5)";"F:min";"F:min"
148.18;150.76;"B:dim7";"B:(b3,b5,bb7)";"B:min";"B:min"
150.76;153.44;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
153.44;155.86;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
155.86;158.36;"D:dim7";"D:(b3,b5,bb7)";"D:min";"D:min"
158.36;160.94;"G#:min/D#";"G#:(b3,5)/D#";"G#:min";"G#:min/D#"
160.94;163.4;"D:dim7/F";"D:(b3,b5,bb7)/F";"D:min";"D:min/F"
163.4;165.9;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
165.9;168.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
168.5;169.84;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
169.84;170.54;"F:min";"F:(b3,5)";"F:min";"F:min"
170.54;171.54;"F#/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
171.54;172.42;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
172.42;173.2;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
173.2;174.1;"F:min";"F:(b3,5)";"F:min";"F:min"
174.1;175.14;"C";"C:(3,5)";"C:maj";"C:maj"
175.14;180.84;"F:min";"F:(b3,5)";"F:min";"F:min"
180.84;183.58;"F:7/A";"F:(3,5,b7)/A";"F:maj";"F:maj/A"
183.58;186.24;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
186.24;188.96;"G:(3,b5,b7)/B";"G:(3,b5,b7)/B";"G:maj";"G:maj/B"
188.96;191.66;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
191.66;194.32;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
194.32;197;"A#:7/D";"A#:(3,5,b7)/D";"A#:maj";"A#:maj/D"
197;198.34;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
198.34;200.86;"F:min";"F:(b3,5)";"F:min";"F:min"
200.86;201.66;"F#/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
201.66;202.54;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
202.54;203.72;"C";"C:(3,5)";"C:maj";"C:maj"
203.72;205.98;"F:min";"F:(b3,5)";"F:min";"F:min"
205.98;207.7;"F:min7/D#";"F:(b3,5,b7)/D#";"F:min";"F:min/D#"
207.7;209.42;"A#/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
209.42;211.16;"C#:(3,5,#6)";"C#:(3,5,#6)";"C#:maj";"C#:maj"
211.16;212.86;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
212.86;214.62;"C#";"C#:(3,5)";"C#:maj";"C#:maj"
214.62;216.38;"G:dim/A#";"G:(b3,b5)/A#";"G:min";"G:min/A#"
216.38;218.4;"C";"C:(3,5)";"C:maj";"C:maj"
