start;end;shorthand;extended;majmin;majmin_inv
0.34;4.32;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
4.32;4.86;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
4.86;9.48;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
9.48;10.38;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
10.38;16.32;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
16.32;16.62;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
16.62;17.48;"A:maj";"A:(3,5)";"A:maj";"A:maj"
17.48;17.84;"D:maj";"D:(3,5)";"D:maj";"D:maj"
17.84;18.3;"E:7/B";"E:(3,5,b7)/B";"E:maj";"E:maj/B"
18.3;18.66;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
18.66;20.28;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
20.28;22.34;"D:maj";"D:(3,5)";"D:maj";"D:maj"
22.34;25.48;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
25.48;25.84;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
25.84;26.9;"A:maj";"A:(3,5)";"A:maj";"A:maj"
26.9;27.32;"D:maj";"D:(3,5)";"D:maj";"D:maj"
27.32;27.66;"A#:dim7/C#";"A#:(b3,b5,bb7)/C#";"A#:min";"A#:min/C#"
27.66;28.06;"B:min";"B:(b3,5)";"B:min";"B:min"
28.06;28.52;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
28.52;29.04;"G:maj";"G:(3,5)";"G:maj";"G:maj"
29.04;29.6;"E:min";"E:(b3,5)";"E:min";"E:min"
29.6;32.86;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
32.86;37.14;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
37.14;40.9;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
40.9;42.74;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
42.74;44.66;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
44.66;47.7;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
47.7;48.44;"D:min7";"D:(b3,5,b7)";"D:min";"D:min"
48.44;50.6;"E:(3,b5,b7)/G#";"E:(3,b5,b7)/G#";"E:maj";"E:maj/G#"
50.6;50.9;"A:maj";"A:(3,5)";"A:maj";"A:maj"
50.9;51.2;"E:(3,b5,b7)/A#";"E:(3,b5,b7)/A#";"E:maj";"E:maj/A#"
51.2;51.44;"A:maj";"A:(3,5)";"A:maj";"A:maj"
51.44;51.74;"E:(3,b5,b7)/A#";"E:(3,b5,b7)/A#";"E:maj";"E:maj/A#"
51.74;52.04;"A:maj";"A:(3,5)";"A:maj";"A:maj"
52.04;52.34;"E:(3,b5,b7)/A#";"E:(3,b5,b7)/A#";"E:maj";"E:maj/A#"
52.34;52.64;"A:maj";"A:(3,5)";"A:maj";"A:maj"
52.64;52.9;"E:(3,b5,b7)/A#";"E:(3,b5,b7)/A#";"E:maj";"E:maj/A#"
52.9;53.18;"A:maj";"A:(3,5)";"A:maj";"A:maj"
53.18;53.48;"E:(3,b5,b7)/A#";"E:(3,b5,b7)/A#";"E:maj";"E:maj/A#"
53.48;53.78;"A:maj";"A:(3,5)";"A:maj";"A:maj"
53.78;54.26;"E:(3,b5,b7)/A#";"E:(3,b5,b7)/A#";"E:maj";"E:maj/A#"
54.26;58.24;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
58.24;59.62;"D:min";"D:(b3,5)";"D:min";"D:min"
59.62;60.9;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
60.9;62.1;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
62.1;64.68;"A:min";"A:(b3,5)";"A:min";"A:min"
64.68;67.06;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
67.06;68.46;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
68.46;71.08;"D:min";"D:(b3,5)";"D:min";"D:min"
71.08;72.8;"A:maj";"A:(3,5)";"A:maj";"A:maj"
72.8;74;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
74;74.98;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
74.98;76.34;"D:min";"D:(b3,5)";"D:min";"D:min"
76.34;77.64;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
77.64;78.92;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
78.92;82.26;"A:min";"A:(b3,5)";"A:min";"A:min"
82.26;84.56;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
84.56;86.42;"D:aug/F#";"D:(3,#5)/F#";"D:maj";"D:maj/F#"
86.42;90.14;"G:maj";"G:(3,5)";"G:maj";"G:maj"
90.14;91.84;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
91.84;93.96;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
93.96;94.58;"E:min/B";"E:(b3,5)/B";"E:min";"E:min/B"
94.58;98.06;"B:min";"B:(b3,5)";"B:min";"B:min"
98.06;100.94;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
100.94;102.66;"D:aug/F#";"D:(3,#5)/F#";"D:maj";"D:maj/F#"
102.66;108.34;"G:maj";"G:(3,5)";"G:maj";"G:maj"
108.34;110.4;"D:maj";"D:(3,5)";"D:maj";"D:maj"
110.4;112.24;"D:min";"D:(b3,5)";"D:min";"D:min"
112.24;115.02;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
115.02;117.82;"A:(3,5,b7,b9)/A";"A:(3,5,b7,b9)/A";"A:maj";"A:maj/A"
117.82;125.56;"D:(3,5,b7,b9)";"D:(3,5,b7,b9)";"D:maj";"D:maj"
125.56;128.2;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
128.2;131.04;"G:maj";"G:(3,5)";"G:maj";"G:maj"
131.04;134.3;"G:min";"G:(b3,5)";"G:min";"G:min"
134.3;144.54;"D:maj";"D:(3,5)";"D:maj";"D:maj"
