start;end;shorthand;extended;majmin;majmin_inv
0.2;7.32;"G:maj";"G:(3,5)";"G:maj";"G:maj"
7.32;9.2;"B:7/F#";"B:(3,5,b7)/F#";"B:maj";"B:maj/F#"
9.2;10.2;"E:min";"E:(b3,5)";"E:min";"E:min"
10.2;11.32;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
11.32;13.26;"G:maj";"G:(3,5)";"G:maj";"G:maj"
13.26;17.38;"G:maj";"G:(3,5)";"G:maj";"G:maj"
17.38;18.84;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
18.84;21.26;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
21.26;23.26;"E:min";"E:(b3,5)";"E:min";"E:min"
23.26;24.5;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
24.5;25.26;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
25.26;26.8;"G:maj";"G:(3,5)";"G:maj";"G:maj"
26.8;27.6;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
27.6;29.8;"G:maj";"G:(3,5)";"G:maj";"G:maj"
29.8;33.62;"G:maj";"G:(3,5)";"G:maj";"G:maj"
33.62;37.16;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
37.16;37.5;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
37.5;39.54;"E:min";"E:(b3,5)";"E:min";"E:min"
39.54;40.7;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
40.7;41.78;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
41.78;42.94;"G:maj";"G:(3,5)";"G:maj";"G:maj"
42.94;44.22;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
44.22;46.5;"G:maj";"G:(3,5)";"G:maj";"G:maj"
46.5;50.12;"G:min";"G:(b3,5)";"G:min";"G:min"
50.12;54;"D:maj";"D:(3,5)";"D:maj";"D:maj"
54;55.64;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
55.64;55.98;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
55.98;58.14;"D:maj";"D:(3,5)";"D:maj";"D:maj"
58.14;59.08;"E:min7/D";"E:(b3,5,b7)/D";"E:min";"E:min/D"
59.08;59.98;"D:dim7";"D:(b3,b5,bb7)";"D:min";"D:min"
59.98;61.96;"D:maj";"D:(3,5)";"D:maj";"D:maj"
61.96;64.66;"D:aug";"D:(3,#5)";"D:maj";"D:maj"
64.66;68.5;"G:maj";"G:(3,5)";"G:maj";"G:maj"
68.5;71.94;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
71.94;72.24;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
72.24;74.26;"E:min";"E:(b3,5)";"E:min";"E:min"
74.26;75.64;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
75.64;76.42;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
76.42;77.62;"G:maj";"G:(3,5)";"G:maj";"G:maj"
77.62;78.78;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
78.78;80.78;"E:min";"E:(b3,5)";"E:min";"E:min"
80.78;81.82;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
81.82;83.2;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
83.2;84.66;"G:maj";"G:(3,5)";"G:maj";"G:maj"
84.66;86.14;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
86.14;96.66;"G:maj";"G:(3,5)";"G:maj";"G:maj"
