start;end;shorthand;extended;majmin;majmin_inv
0.46;4.58;"C:min";"C:(b3,5)";"C:min";"C:min"
4.58;5.2;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
5.2;6.9;"C:min";"C:(b3,5)";"C:min";"C:min"
6.9;7.62;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
7.62;9.3;"C:min";"C:(b3,5)";"C:min";"C:min"
9.3;9.92;"F:min";"F:(b3,5)";"F:min";"F:min"
9.92;11.12;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
11.12;12.28;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
12.28;13.5;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
13.5;14.76;"G";"G:(3,5)";"G:maj";"G:maj"
14.76;17.3;"C:min";"C:(b3,5)";"C:min";"C:min"
17.3;19.74;"C:min";"C:(b3,5)";"C:min";"C:min"
19.74;22.08;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
22.08;23.3;"C:min";"C:(b3,5)";"C:min";"C:min"
23.3;23.86;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
23.86;24.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
24.5;26.86;"C:min";"C:(b3,5)";"C:min";"C:min"
26.86;29.36;"C:min";"C:(b3,5)";"C:min";"C:min"
29.36;31.84;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
31.84;33.04;"C:min";"C:(b3,5)";"C:min";"C:min"
33.04;33.62;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
33.62;34.22;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
34.22;35.54;"C:min";"C:(b3,5)";"C:min";"C:min"
35.54;36.3;"A#/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
36.3;36.88;"A#:7";"A#:(3,b7)";"A#:maj";"A#:maj"
36.88;38.06;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
38.06;38.62;"C:min";"C:(b3,5)";"C:min";"C:min"
38.62;39.24;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
39.24;41.08;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
41.08;41.84;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
41.84;42.38;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
42.38;42.94;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
42.94;44.24;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
44.24;45.38;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
45.38;46.02;"D:dim7/D#";"D:(b3,b5,bb7)/D#";"D:min";"D:min/D#"
46.02;46.76;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
46.76;47.9;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
47.9;48.5;"F:min";"F:(b3,5)";"F:min";"F:min"
48.5;49.14;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
49.14;51.04;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
51.04;51.64;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
51.64;52.18;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
52.18;52.76;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
52.76;54.2;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
54.2;56.76;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
56.76;59.24;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
59.24;61.8;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
61.8;64.28;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
64.28;66.04;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
66.04;66.68;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
66.68;67.88;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
67.88;69.12;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
69.12;71.56;"C:min";"C:(b3,5)";"C:min";"C:min"
71.56;74.24;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
74.24;76.2;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
76.2;76.86;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
76.86;78;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
78;79.4;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
79.4;83.64;"C:min";"C:(b3,5)";"C:min";"C:min"
83.64;84.22;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
84.22;88.38;"C:min";"C:(b3,5)";"C:min";"C:min"
88.38;89.02;"F:min";"F:(b3,5)";"F:min";"F:min"
89.02;90.24;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
90.24;91.42;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
91.42;92.6;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
92.6;93.84;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
93.84;96.42;"C:min";"C:(b3,5)";"C:min";"C:min"
96.42;98.72;"C:min";"C:(b3,5)";"C:min";"C:min"
98.72;101.2;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
101.2;102.46;"C:min";"C:(b3,5)";"C:min";"C:min"
102.46;103.04;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
103.04;103.7;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
103.7;106.14;"C:min";"C:(b3,5)";"C:min";"C:min"
106.14;108.66;"C:min";"C:(b3,5)";"C:min";"C:min"
108.66;111.12;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
111.12;112.34;"C:min";"C:(b3,5)";"C:min";"C:min"
112.34;112.96;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
112.96;113.62;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
113.62;114.92;"C:min";"C:(b3,5)";"C:min";"C:min"
114.92;115.64;"A#/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
115.64;116.34;"A#:7";"A#:(3,b7)";"A#:maj";"A#:maj"
116.34;117.6;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
117.6;118.2;"C:min";"C:(b3,5)";"C:min";"C:min"
118.2;119.06;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
119.06;120.76;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
120.76;121.4;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
121.4;122;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
122;122.64;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
122.64;123.88;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
123.88;125.14;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
125.14;125.76;"D:dim7/D#";"D:(b3,b5,bb7)/D#";"D:min";"D:min/D#"
125.76;126.32;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
126.32;127.64;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
127.64;128.18;"F:min";"F:(b3,5)";"F:min";"F:min"
128.18;128.82;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
128.82;130.6;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
130.6;131.24;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
131.24;131.94;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
131.94;132.6;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
132.6;134.06;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
134.06;136.56;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
136.56;139.14;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
139.14;141.68;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
141.68;144.2;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
144.2;146.18;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
146.18;146.74;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
146.74;147.92;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
147.92;149.14;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
149.14;151.68;"C:min";"C:(b3,5)";"C:min";"C:min"
151.68;154.22;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
154.22;156.08;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
156.08;156.74;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
156.74;157.94;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
157.94;159.3;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
159.3;163.48;"C:min";"C:(b3,5)";"C:min";"C:min"
163.48;164.12;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
164.12;168.34;"C:min";"C:(b3,5)";"C:min";"C:min"
168.34;169.06;"F:min";"F:(b3,5)";"F:min";"F:min"
169.06;170.24;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
170.24;171.42;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
171.42;172.58;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
172.58;173.92;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
173.92;176.38;"C:min";"C:(b3,5)";"C:min";"C:min"
176.38;178.8;"C:min";"C:(b3,5)";"C:min";"C:min"
178.8;181.38;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
181.38;181.92;"C:min";"C:(b3,5)";"C:min";"C:min"
181.92;182.5;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
182.5;183.08;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
183.08;183.72;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
183.72;186.12;"C:min";"C:(b3,5)";"C:min";"C:min"
186.12;188.44;"C:min";"C:(b3,5)";"C:min";"C:min"
188.44;190.98;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
190.98;191.52;"C:min";"C:(b3,5)";"C:min";"C:min"
191.52;192.12;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
192.12;192.68;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
192.68;193.34;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
193.34;194.64;"C:min";"C:(b3,5)";"C:min";"C:min"
194.64;195.38;"A#/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
