start;end;shorthand;extended;majmin;majmin_inv
0.78;7.54;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
7.54;15.64;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
15.64;19.18;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
19.18;22.6;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
22.6;24.28;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
24.28;25.18;"C:(3,5,b7,b9)/G#";"C:(3,5,b7,b9)/G#";"C:maj";"C:maj/G#"
25.18;26.32;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
26.32;28.56;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
28.56;32.18;"G:(3,5,b7,b9)/B";"G:(3,5,b7,b9)/B";"G:maj";"G:maj/B"
32.18;33.76;"C:min";"C:(b3,5)";"C:min";"C:min"
33.76;36.04;"G:maj";"G:(3,5)";"G:maj";"G:maj"
36.04;40.1;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
40.1;44.42;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
44.42;45.94;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
45.94;47.4;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
47.4;49.12;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
49.12;50.96;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
50.96;54.84;"F:min";"F:(b3,5)";"F:min";"F:min"
54.84;56.94;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
56.94;59.6;"G#:min";"G#:(b3,5)";"G#:min";"G#:min"
59.6;62.26;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
62.26;63.1;"D#:7/C#";"D#:(3,5,b7)/C#";"D#:maj";"D#:maj/C#"
63.1;64.08;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
64.08;64.58;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
64.58;66.26;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
66.26;70.34;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
70.34;73.88;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
73.88;77.22;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
77.22;78.84;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
78.84;79.72;"C:(3,5,b7,b9)/G#";"C:(3,5,b7,b9)/G#";"C:maj";"C:maj/G#"
79.72;80.78;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
80.78;82.64;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
82.64;84.58;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
84.58;89.8;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
89.8;90.68;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
90.68;91.76;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
91.76;93.52;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
93.52;95.38;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
95.38;99.3;"F:min";"F:(b3,5)";"F:min";"F:min"
99.3;102.18;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
102.18;103.04;"G#:min";"G#:(b3,5)";"G#:min";"G#:min"
103.04;107.26;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
107.26;108.16;"D#:7/C#";"D#:(3,5,b7)/C#";"D#:maj";"D#:maj/C#"
108.16;109.2;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
109.2;109.7;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
109.7;111.38;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
111.38;115.48;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
115.48;118.92;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
118.92;122.26;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
122.26;123.82;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
123.82;124.58;"C:(3,5,b7,b9)/G#";"C:(3,5,b7,b9)/G#";"C:maj";"C:maj/G#"
124.58;125.5;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
125.5;126.98;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
126.98;128.22;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
128.22;132.64;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
132.64;136.26;"G#:maj/D#";"G#:(3,5)/D#";"G#:maj";"G#:maj/D#"
136.26;139.9;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
139.9;142.74;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
142.74;148;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
148;150.82;"G#:maj/D#";"G#:(3,5)/D#";"G#:maj";"G#:maj/D#"
150.82;151.96;"D:dim7/D#";"D:(b3,b5,bb7)/D#";"D:min";"D:min/D#"
151.96;156.12;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
156.12;159.9;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
159.9;166.22;"F:(3,5,b7,b9)/A";"F:(3,5,b7,b9)/A";"F:maj";"F:maj/A"
166.22;168.54;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
168.54;174.12;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
