start;end;shorthand;extended;majmin;majmin_inv
0.48;7.34;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
7.34;7.92;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
7.92;8.48;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
8.48;9.06;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
9.06;9.64;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
9.64;10.2;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
10.2;10.78;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
10.78;11.38;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
11.38;11.98;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
11.98;12.54;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
12.54;13.12;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
13.12;13.72;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
13.72;14.3;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
14.3;16.6;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
16.6;18.88;"B:maj";"B:(3,5)";"B:maj";"B:maj"
18.88;20.08;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
20.08;21.3;"A:(3,5,#6)";"A:(3,5,#6)";"A:maj";"A:maj"
21.3;23.9;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
23.9;24.8;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
24.8;25.3;"D#:min/G#";"D#:(b3,5)/G#";"D#:min";"D#:min/G#"
25.3;25.9;"F#:maj/G#";"F#:(3,5)/G#";"F#:maj";"F#:maj/G#"
25.9;27.1;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
27.1;31.34;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
31.34;35.06;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
35.06;35.34;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
35.34;36.62;"B:maj";"B:(3,5)";"B:maj";"B:maj"
36.62;37.32;"B:maj";"B:(3,5)";"B:maj";"B:maj"
37.32;37.98;"F#:(3,b5,b7,b9)/C";"F#:(3,b5,b7,b9)/C";"F#:maj";"F#:maj/C"
37.98;39.32;"B:maj";"B:(3,5)";"B:maj";"B:maj"
39.32;40.62;"E:maj";"E:(3,5)";"E:maj";"E:maj"
40.62;41.88;"G:dim7/E";"G:(b3,b5,bb7)/E";"G:min";"G:min/E"
41.88;43.2;"E:maj";"E:(3,5)";"E:maj";"E:maj"
43.2;44.58;"G:dim7/E";"G:(b3,b5,bb7)/E";"G:min";"G:min/E"
44.58;45.56;"E:maj";"E:(3,5)";"E:maj";"E:maj"
45.56;45.86;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
45.86;47.16;"G#:(3,5,b7,b9)";"G#:(3,5,b7,b9)";"G#:maj";"G#:maj"
47.16;48.42;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
48.42;49.82;"G#:(3,5,b7,b9)";"G#:(3,5,b7,b9)";"G#:maj";"G#:maj"
49.82;51.04;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
51.04;52.24;"G#:9";"G#:(3,5,b7,9)";"G#:maj";"G#:maj"
52.24;53.54;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
53.54;54.86;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
54.86;56.14;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
56.14;63.08;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
63.08;63.66;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
63.66;64.22;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
64.22;64.82;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
64.82;65.4;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
65.4;65.98;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
