start;end;shorthand;extended;majmin;majmin_inv
1.46;8.6;"C:maj";"C:(3,5)";"C:maj";"C:maj"
8.6;9.24;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
9.24;9.84;"C:maj";"C:(3,5)";"C:maj";"C:maj"
9.84;10.46;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
10.46;11.26;"C:maj";"C:(3,5)";"C:maj";"C:maj"
11.26;11.88;"G:maj";"G:(3,5)";"G:maj";"G:maj"
11.88;12.58;"C:maj";"C:(3,5)";"C:maj";"C:maj"
12.58;13.16;"G:maj";"G:(3,5)";"G:maj";"G:maj"
13.16;13.88;"C:maj";"C:(3,5)";"C:maj";"C:maj"
13.88;14.44;"G:maj";"G:(3,5)";"G:maj";"G:maj"
14.44;15.1;"C:maj";"C:(3,5)";"C:maj";"C:maj"
15.1;15.68;"G:maj";"G:(3,5)";"G:maj";"G:maj"
15.68;16.36;"C:maj";"C:(3,5)";"C:maj";"C:maj"
16.36;18.96;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
18.96;21.48;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
21.48;22.9;"D:7/A";"D:(3,5,b7)/A";"D:maj";"D:maj/A"
22.9;24.5;"G#:(3,5,#6)";"G#:(3,5,#6)";"G#:maj";"G#:maj"
24.5;27.32;"C:maj";"C:(3,5)";"C:maj";"C:maj"
27.32;28.08;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
28.08;28.68;"D:min/G";"D:(b3,5)/G";"D:min";"D:min/G"
28.68;29.34;"F:maj/G";"F:(3,5)/G";"F:maj";"F:maj/G"
29.34;30.8;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
30.8;35.62;"C:maj";"C:(3,5)";"C:maj";"C:maj"
35.62;39.82;"C:min";"C:(b3,5)";"C:min";"C:min"
39.82;40.12;"F:7/A";"F:(3,5,b7)/A";"F:maj";"F:maj/A"
40.12;41.54;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
41.54;42.44;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
