start;end;shorthand;extended;majmin;majmin_inv
0.32;3;"G:maj";"G:(3,5)";"G:maj";"G:maj"
3;4.76;"E:min";"E:(b3,5)";"E:min";"E:min"
4.76;5.1;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
5.1;6.12;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
6.12;7.24;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
7.24;9.46;"G:maj";"G:(3,5)";"G:maj";"G:maj"
9.46;11.62;"G:maj";"G:(3,5)";"G:maj";"G:maj"
11.62;13.86;"E:min";"E:(b3,5)";"E:min";"E:min"
13.86;14.9;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
14.9;16.02;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
16.02;18.2;"G:maj";"G:(3,5)";"G:maj";"G:maj"
18.2;20.36;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
20.36;22.5;"G:maj";"G:(3,5)";"G:maj";"G:maj"
22.5;23.52;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
23.52;24.6;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
24.6;26.84;"G:maj";"G:(3,5)";"G:maj";"G:maj"
26.84;27.88;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
27.88;29.02;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
29.02;31.06;"G:maj";"G:(3,5)";"G:maj";"G:maj"
31.06;31.84;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
31.84;32.58;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
32.58;33.14;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
33.14;33.42;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
33.42;34.18;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
34.18;34.92;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
34.92;35.7;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
35.7;36.22;"C:min";"C:(b3,5)";"C:min";"C:min"
36.22;36.52;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
36.52;37.34;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
37.34;38.12;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
38.12;39.02;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
39.02;39.56;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
39.56;39.86;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
39.86;40.46;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
40.46;40.82;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
40.82;41.84;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
41.84;42.94;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
42.94;43.62;"G:min";"G:(b3,5)";"G:min";"G:min"
43.62;44.12;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
44.12;45.4;"G:min";"G:(b3,5)";"G:min";"G:min"
45.4;47.58;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
47.58;48.28;"G:min";"G:(b3,5)";"G:min";"G:min"
48.28;48.8;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
48.8;49.94;"G:min";"G:(b3,5)";"G:min";"G:min"
49.94;52.36;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
52.36;55.4;"G:min";"G:(b3,5)";"G:min";"G:min"
55.4;60.04;"G:maj";"G:(3,5)";"G:maj";"G:maj"
60.04;61.8;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
61.8;63.68;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
63.68;65.24;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
65.24;67;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
67;67.84;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
67.84;68.8;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
68.8;70.38;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
70.38;72.52;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
72.52;76.2;"G:maj";"G:(3,5)";"G:maj";"G:maj"
76.2;79.8;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
79.8;83.28;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
83.28;87.3;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
87.3;90.98;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
90.98;94.8;"C:min";"C:(b3,5)";"C:min";"C:min"
94.8;98.56;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
98.56;102.76;"C:min";"C:(b3,5)";"C:min";"C:min"
102.76;106.96;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
106.96;109.48;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
109.48;111.92;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
111.92;118.78;"G:min";"G:(b3,5)";"G:min";"G:min"
118.78;123.96;"G:maj";"G:(3,5)";"G:maj";"G:maj"
123.96;126.14;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
126.14;127.22;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
127.22;128.34;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
128.34;130.72;"G:maj";"G:(3,5)";"G:maj";"G:maj"
130.72;133.02;"G:maj";"G:(3,5)";"G:maj";"G:maj"
133.02;135.3;"E:min";"E:(b3,5)";"E:min";"E:min"
135.3;136.36;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
136.36;137.68;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
137.68;140.04;"G:maj";"G:(3,5)";"G:maj";"G:maj"
140.04;142.26;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
142.26;144.54;"G:maj";"G:(3,5)";"G:maj";"G:maj"
144.54;145.62;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
145.62;146.68;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
146.68;149.12;"G:maj";"G:(3,5)";"G:maj";"G:maj"
149.12;150.44;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
150.44;151.64;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
151.64;153.8;"G:maj";"G:(3,5)";"G:maj";"G:maj"
153.8;154.6;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
154.6;155.36;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
155.36;155.92;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
155.92;156.18;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
156.18;156.96;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
156.96;157.7;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
157.7;158.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
158.5;158.94;"C:min";"C:(b3,5)";"C:min";"C:min"
158.94;159.22;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
159.22;160;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
160;160.82;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
160.82;161.6;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
161.6;162.14;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
162.14;162.42;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
162.42;163;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
163;163.32;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
163.32;164.32;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
164.32;165.36;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
165.36;166.08;"G:min";"G:(b3,5)";"G:min";"G:min"
166.08;166.48;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
166.48;167.68;"G:min";"G:(b3,5)";"G:min";"G:min"
167.68;169.76;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
169.76;170.46;"G:min";"G:(b3,5)";"G:min";"G:min"
170.46;171.02;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
171.02;172.18;"G:min";"G:(b3,5)";"G:min";"G:min"
172.18;174.74;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
174.74;177.88;"G:min";"G:(b3,5)";"G:min";"G:min"
177.88;183;"G:maj";"G:(3,5)";"G:maj";"G:maj"
183;185.16;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
185.16;187.18;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
187.18;189.04;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
189.04;190.88;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
190.88;192.08;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
192.08;193.04;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
193.04;195.02;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
195.02;197.28;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
197.28;200.98;"G:maj";"G:(3,5)";"G:maj";"G:maj"
200.98;204.96;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
204.96;208.98;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
208.98;213.62;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
213.62;217.7;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
217.7;221.5;"C:min";"C:(b3,5)";"C:min";"C:min"
