start;end;shorthand;extended;majmin;majmin_inv
0.4;2.98;"A:min";"A:(b3,5)";"A:min";"A:min"
2.98;5.4;"D:min";"D:(b3,5)";"D:min";"D:min"
5.4;8.22;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
8.22;10.88;"A:min";"A:(b3,5)";"A:min";"A:min"
10.88;13.72;"A:min";"A:(b3,5)";"A:min";"A:min"
13.72;14.84;"D:min";"D:(b3,5)";"D:min";"D:min"
14.84;16.76;"A:min";"A:(b3,5)";"A:min";"A:min"
16.76;19.64;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
19.64;22.2;"A:min";"A:(b3,5)";"A:min";"A:min"
22.2;24.78;"C:maj/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
24.78;27.82;"F:maj";"F:(3,5)";"F:maj";"F:maj"
27.82;30.76;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
30.76;32.7;"C:maj";"C:(3,5)";"C:maj";"C:maj"
32.7;34.74;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
34.74;36.02;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
36.02;37.72;"A:min";"A:(b3,5)";"A:min";"A:min"
37.72;39.58;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
39.58;40.64;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
40.64;45.64;"A:min";"A:(b3,5)";"A:min";"A:min"
45.64;46.78;"D:min";"D:(b3,5)";"D:min";"D:min"
46.78;48.9;"A:min";"A:(b3,5)";"A:min";"A:min"
48.9;51.94;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
51.94;54.76;"A:min";"A:(b3,5)";"A:min";"A:min"
54.76;57.84;"C:maj/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
57.84;60;"F:maj";"F:(3,5)";"F:maj";"F:maj"
60;62.98;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
62.98;65.22;"C:maj";"C:(3,5)";"C:maj";"C:maj"
65.22;67.1;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
67.1;68.28;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
68.28;70.42;"A:min";"A:(b3,5)";"A:min";"A:min"
70.42;72.38;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
72.38;73.46;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
73.46;76.04;"A:min";"A:(b3,5)";"A:min";"A:min"
76.04;78.88;"A:(3,5,b9)";"A:(3,5,b9)";"A:maj";"A:maj"
78.88;81.78;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
81.78;85.16;"E:(3,5,b9)/B";"E:(3,5,b9)/B";"E:maj";"E:maj/B"
85.16;88.44;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
88.44;90.46;"A#:maj/F";"A#:(3,5)/F";"A#:maj";"A#:maj/F"
90.46;91.86;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
91.86;94.9;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
94.9;96.92;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
96.92;98.32;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
98.32;100.2;"A:min";"A:(b3,5)";"A:min";"A:min"
100.2;101.34;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
101.34;103.42;"A#:maj/F";"A#:(3,5)/F";"A#:maj";"A#:maj/F"
103.42;104.84;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
104.84;108.44;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
108.44;111.02;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
111.02;115.82;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
115.82;118.34;"A:min";"A:(b3,5)";"A:min";"A:min"
118.34;119.46;"D:min";"D:(b3,5)";"D:min";"D:min"
119.46;120.82;"A:min";"A:(b3,5)";"A:min";"A:min"
120.82;124.14;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
124.14;127.46;"A:min";"A:(b3,5)";"A:min";"A:min"
