start;end;shorthand;extended;majmin;majmin_inv
0.78;2.18;"F:min";"F:(b3,5)";"F:min";"F:min"
2.18;3.82;"C:maj";"C:(3,5)";"C:maj";"C:maj"
3.82;5.26;"F:min";"F:(b3,5)";"F:min";"F:min"
5.26;6.88;"C:maj";"C:(3,5)";"C:maj";"C:maj"
6.88;8.3;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
8.3;9.86;"F:min";"F:(b3,5)";"F:min";"F:min"
9.86;11.36;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
11.36;12.96;"F:min";"F:(b3,5)";"F:min";"F:min"
12.96;14.48;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
14.48;16.1;"F:min";"F:(b3,5)";"F:min";"F:min"
16.1;17.7;"C:maj";"C:(3,5)";"C:maj";"C:maj"
17.7;18.96;"F:min";"F:(b3,5)";"F:min";"F:min"
18.96;19.22;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
19.22;20.74;"C:min";"C:(b3,5)";"C:min";"C:min"
20.74;22.3;"C:maj";"C:(3,5)";"C:maj";"C:maj"
22.3;23.54;"F:min";"F:(b3,5)";"F:min";"F:min"
23.54;23.8;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
23.8;25.44;"C:min";"C:(b3,5)";"C:min";"C:min"
25.44;26.4;"D:maj";"D:(3,5)";"D:maj";"D:maj"
26.4;26.96;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
26.96;28.56;"C:min";"C:(b3,5)";"C:min";"C:min"
28.56;29.6;"D:maj";"D:(3,5)";"D:maj";"D:maj"
29.6;30.08;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
30.08;31.7;"C:min";"C:(b3,5)";"C:min";"C:min"
31.7;33.16;"E:dim7";"E:(b3,b5,bb7)";"E:min";"E:min"
33.16;34.34;"F:min";"F:(b3,5)";"F:min";"F:min"
34.34;34.56;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
34.56;34.78;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
34.78;35.88;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
35.88;36.42;"F:min";"F:(b3,5)";"F:min";"F:min"
36.42;38.02;"E:dim7";"E:(b3,b5,bb7)";"E:min";"E:min"
38.02;39.06;"F:min";"F:(b3,5)";"F:min";"F:min"
39.06;39.32;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
