start;end;shorthand;extended;majmin;majmin_inv
0.26;2.46;"G:maj";"G:(3,5)";"G:maj";"G:maj"
2.46;5.36;"D:maj";"D:(3,5)";"D:maj";"D:maj"
5.36;6.26;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
6.26;7.6;"C:maj";"C:(3,5)";"C:maj";"C:maj"
7.6;11.38;"G:maj";"G:(3,5)";"G:maj";"G:maj"
11.38;13.14;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
13.14;17.16;"G:maj";"G:(3,5)";"G:maj";"G:maj"
17.16;19.18;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
19.18;23.34;"G:maj";"G:(3,5)";"G:maj";"G:maj"
23.34;24.38;"G:maj";"G:(3,5)";"G:maj";"G:maj"
24.38;27.46;"D:maj";"D:(3,5)";"D:maj";"D:maj"
27.46;28.64;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
28.64;29.88;"C:maj";"C:(3,5)";"C:maj";"C:maj"
29.88;34.3;"G:maj";"G:(3,5)";"G:maj";"G:maj"
34.3;36.2;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
36.2;39.54;"G:maj";"G:(3,5)";"G:maj";"G:maj"
39.54;41.4;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
41.4;45.28;"G:maj";"G:(3,5)";"G:maj";"G:maj"
45.28;47.44;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
47.44;49.84;"G:maj";"G:(3,5)";"G:maj";"G:maj"
49.84;52.18;"E:min";"E:(b3,5)";"E:min";"E:min"
52.18;54.96;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
54.96;55.9;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
55.9;57.28;"A:min";"A:(b3,5)";"A:min";"A:min"
57.28;61.44;"E:min";"E:(b3,5)";"E:min";"E:min"
61.44;63.52;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
63.52;66.6;"E:min";"E:(b3,5)";"E:min";"E:min"
66.6;68.62;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
68.62;72.62;"G:maj";"G:(3,5)";"G:maj";"G:maj"
72.62;73.92;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
73.92;77.36;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
77.36;78.66;"G:maj";"G:(3,5)";"G:maj";"G:maj"
78.66;80.74;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
80.74;85.44;"G:maj";"G:(3,5)";"G:maj";"G:maj"
85.44;90.06;"G:min";"G:(b3,5)";"G:min";"G:min"
90.06;94.28;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
94.28;98.86;"G:min";"G:(b3,5)";"G:min";"G:min"
98.86;100.4;"D:maj";"D:(3,5)";"D:maj";"D:maj"
100.4;100.96;"D:min";"D:(b3,5)";"D:min";"D:min"
100.96;101.54;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
101.54;103.2;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
103.2;104.42;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
104.42;106.8;"F:maj";"F:(3,5)";"F:maj";"F:maj"
106.8;107.6;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
107.6;108.84;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
108.84;113.26;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
113.26;114.96;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
114.96;118.42;"G:min";"G:(b3,5)";"G:min";"G:min"
118.42;120.58;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
120.58;124.82;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
124.82;126.36;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
126.36;129.88;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
129.88;135.18;"D:maj";"D:(3,5)";"D:maj";"D:maj"
135.18;137.4;"G:maj";"G:(3,5)";"G:maj";"G:maj"
137.4;140.16;"D:maj";"D:(3,5)";"D:maj";"D:maj"
140.16;141.24;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
141.24;142.74;"C:maj";"C:(3,5)";"C:maj";"C:maj"
142.74;147.36;"G:maj";"G:(3,5)";"G:maj";"G:maj"
147.36;149.48;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
149.48;153.04;"E:min";"E:(b3,5)";"E:min";"E:min"
153.04;155.32;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
155.32;159.84;"G:maj";"G:(3,5)";"G:maj";"G:maj"
159.84;161.14;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
161.14;164.62;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
164.62;166.1;"G:maj";"G:(3,5)";"G:maj";"G:maj"
166.1;167.92;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
167.92;172.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
172.22;175.12;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
175.12;177.68;"G:maj";"G:(3,5)";"G:maj";"G:maj"
