start;end;shorthand;extended;majmin;majmin_inv
0.12;3.02;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
3.02;3.32;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
3.32;6.34;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
6.34;6.72;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
6.72;10.74;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
10.74;11.04;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
11.04;11.82;"G:maj";"G:(3,5)";"G:maj";"G:maj"
11.82;12.16;"C:maj";"C:(3,5)";"C:maj";"C:maj"
12.16;12.46;"D:7/A";"D:(3,5,b7)/A";"D:maj";"D:maj/A"
12.46;12.76;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
12.76;14.06;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
14.06;15.8;"C:maj";"C:(3,5)";"C:maj";"C:maj"
15.8;18.4;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
18.4;18.72;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
18.72;19.6;"G:maj";"G:(3,5)";"G:maj";"G:maj"
19.6;19.9;"C:maj";"C:(3,5)";"C:maj";"C:maj"
19.9;20.26;"G#:dim7/B";"G#:(b3,b5,bb7)/B";"G#:min";"G#:min/B"
20.26;20.68;"A:min";"A:(b3,5)";"A:min";"A:min"
20.68;21.12;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
21.12;21.58;"F:maj";"F:(3,5)";"F:maj";"F:maj"
21.58;22.2;"D:min";"D:(b3,5)";"D:min";"D:min"
22.2;24.82;"B:7/D#";"B:(3,5,b7)/D#";"B:maj";"B:maj/D#"
24.82;28.36;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
28.36;31.56;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
31.56;33.1;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
33.1;34.64;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
34.64;37.22;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
37.22;37.82;"C:min7";"C:(b3,5,b7)";"C:min";"C:min"
37.82;39.84;"D:(3,b5,b7)/F#";"D:(3,b5,b7)/F#";"D:maj";"D:maj/F#"
39.84;40.14;"G:maj";"G:(3,5)";"G:maj";"G:maj"
40.14;40.4;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
40.4;40.66;"G:maj";"G:(3,5)";"G:maj";"G:maj"
40.66;40.94;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
40.94;41.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
41.22;41.52;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
41.52;41.92;"G:maj";"G:(3,5)";"G:maj";"G:maj"
41.92;42.22;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
42.22;42.52;"G:maj";"G:(3,5)";"G:maj";"G:maj"
42.52;42.82;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
42.82;43.12;"G:maj";"G:(3,5)";"G:maj";"G:maj"
43.12;43.52;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
43.52;47.16;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
47.16;48.34;"C:min";"C:(b3,5)";"C:min";"C:min"
48.34;49.36;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
49.36;50.46;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
50.46;52.54;"G:min";"G:(b3,5)";"G:min";"G:min"
52.54;55.1;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
55.1;56.66;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
56.66;59.4;"C:min";"C:(b3,5)";"C:min";"C:min"
59.4;60.94;"G:maj";"G:(3,5)";"G:maj";"G:maj"
60.94;61.78;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
61.78;62.7;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
62.7;63.9;"C:min";"C:(b3,5)";"C:min";"C:min"
63.9;65;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
65;66;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
66;68.3;"G:min";"G:(b3,5)";"G:min";"G:min"
68.3;70.16;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
70.16;71.72;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
71.72;75.38;"F:maj";"F:(3,5)";"F:maj";"F:maj"
75.38;77.92;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
77.92;79.22;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
