start;end;shorthand;extended;majmin;majmin_inv
2.06;6.16;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
6.16;10.3;"F:7/A#";"F:(3,5,b7)/A#";"F:maj";"F:maj/A#"
10.3;15.36;"F:(3,5,b7,b9)/A#";"F:(3,5,b7,b9)/A#";"F:maj";"F:maj/A#"
15.36;23.86;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
23.86;28;"F:7/A#";"F:(3,5,b7)/A#";"F:maj";"F:maj/A#"
28;32.48;"F:(3,5,b7,b9)/A#";"F:(3,5,b7,b9)/A#";"F:maj";"F:maj/A#"
32.48;37.16;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
37.16;41.44;"F:(3,5,b7,b9)/A#";"F:(3,5,b7,b9)/A#";"F:maj";"F:maj/A#"
41.44;45.82;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
45.82;48.34;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
48.34;48.98;"D:(3,5,b9)/A";"D:(3,5,b9)/A";"D:maj";"D:maj/A"
48.98;51.22;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
51.22;52.82;"D:7/A";"D:(3,5,b7)/A";"D:maj";"D:maj/A"
52.82;54.76;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
54.76;57.4;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
57.4;59.04;"F:maj";"F:(3,5)";"F:maj";"F:maj"
59.04;60;"D:(3,5,b9)/A";"D:(3,5,b9)/A";"D:maj";"D:maj/A"
60;62.4;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
62.4;65.54;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
65.54;67.92;"F:maj";"F:(3,5)";"F:maj";"F:maj"
67.92;71.16;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
71.16;74.34;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
74.34;77.44;"C#:7/F";"C#:(3,5,b7)/F";"C#:maj";"C#:maj/F"
77.44;80.08;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
80.08;81.06;"F#:7/E";"F#:(3,5,b7)/E";"F#:maj";"F#:maj/E"
81.06;82;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
82;83;"G#:(3,b5,b7)/D";"G#:(3,b5,b7)/D";"G#:maj";"G#:maj/D"
83;84.84;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
84.84;85.1;"C#:7/B";"C#:(3,5,b7)/B";"C#:maj";"C#:maj/B"
85.1;86.62;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
86.62;94.76;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
94.76;101.86;"E:dim7";"E:(b3,b5,bb7)";"E:min";"E:min"
101.86;108.78;"F:maj";"F:(3,5)";"F:maj";"F:maj"
108.78;112.34;"C:dim";"C:(b3,b5)";"C:min";"C:min"
112.34;118.2;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
118.2;122.14;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
122.14;126.4;"F:7/A#";"F:(3,5,b7)/A#";"F:maj";"F:maj/A#"
126.4;131.5;"F:(3,5,b7,b9)/A#";"F:(3,5,b7,b9)/A#";"F:maj";"F:maj/A#"
131.5;136.1;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
136.1;140.6;"F:(3,5,b7,b9)/A#";"F:(3,5,b7,b9)/A#";"F:maj";"F:maj/A#"
140.6;144.84;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
144.84;147.78;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
147.78;148.2;"A#:aug/D";"A#:(3,#5)/D";"A#:maj";"A#:maj/D"
148.2;152.56;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
152.56;155.1;"C:min";"C:(b3,5)";"C:min";"C:min"
155.1;158.16;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
158.16;161.38;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
161.38;165.54;"C:hdim7/D#";"C:(b3,b5,b7)/D#";"C:min";"C:min/D#"
165.54;169.6;"F:maj";"F:(3,5)";"F:maj";"F:maj"
169.6;174.48;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
174.48;180.14;"F:(3,5,b7,b9)/A#";"F:(3,5,b7,b9)/A#";"F:maj";"F:maj/A#"
180.14;184.96;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
