start;end;shorthand;extended;majmin;majmin_inv
0.38;7.18;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
7.18;8.52;"D:dim7/B";"D:(b3,b5,bb7)/B";"D:min";"D:min/B"
8.52;10;"F:(3,b5,b7)/B";"F:(3,b5,b7)/B";"F:maj";"F:maj/B"
10;13.3;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
13.3;16.52;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
16.52;19.4;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
19.4;23.84;"B";"B:(3,5)";"B:maj";"B:maj"
23.84;25.26;"F:hdim7/G#";"F:(b3,b5,b7)/G#";"F:min";"F:min/G#"
25.26;28.34;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
28.34;31.4;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
31.4;34.28;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
34.28;37.22;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
37.22;39.98;"F#:min/A";"F#:(b3,5)/A";"F#:min";"F#:min/A"
39.98;43.22;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
43.22;44.82;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
44.82;46.34;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
46.34;47.78;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
47.78;48.6;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
48.6;49.28;"G#:min";"G#:(b3,5)";"G#:min";"G#:min"
49.28;50.82;"D#:min/A#";"D#:(b3,5)/A#";"D#:min";"D#:min/A#"
50.82;52.32;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
52.32;53.94;"D#:min/A#";"D#:(b3,5)/A#";"D#:min";"D#:min/A#"
53.94;55.64;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
55.64;57.14;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
57.14;58.7;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
58.7;64.98;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
64.98;72.7;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
72.7;73.4;"A#:7/D";"A#:(3,5,b7)/D";"A#:maj";"A#:maj/D"
73.4;74.3;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
74.3;74.98;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
74.98;75.88;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
75.88;77.4;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
77.4;80.38;"D#/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
80.38;81.92;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
81.92;83.64;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
83.64;86.6;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
86.6;89.54;"G:(3,5,b9)";"G:(3,5,b9)";"G:min";"G:min"
89.54;92.52;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
92.52;97.98;"G:(3,5,b9)";"G:(3,5,b9)";"G:min";"G:min"
97.98;98.84;"D";"D:(3,5)";"D:maj";"D:maj"
98.84;105.36;"G";"G:(3,5)";"G:maj";"G:maj"
105.36;111.9;"G:min";"G:(b3,5)";"G:min";"G:min"
111.9;114.38;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
114.38;118.12;"F:(3,b5,b7,b9)/B";"F:(3,b5,b7,b9)/B";"F:maj";"F:maj/B"
118.12;119.94;"D#:min/A#";"D#:(b3,5)/A#";"D#:min";"D#:min/A#"
119.94;124.8;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
124.8;127.78;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
127.78;132.12;"B";"B:(3,5)";"B:maj";"B:maj"
132.12;133.6;"F:hdim7/G#";"F:(b3,b5,b7)/G#";"F:min";"F:min/G#"
133.6;136.5;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
136.5;139.44;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
139.44;142.66;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
142.66;145.24;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
145.24;148.52;"F#:min/A";"F#:(b3,5)/A";"F#:min";"F#:min/A"
148.52;151.64;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
151.64;153.02;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
153.02;154.48;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
154.48;155.82;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
155.82;156.52;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
156.52;157.22;"G#:min";"G#:(b3,5)";"G#:min";"G#:min"
157.22;158.64;"D#:min/A#";"D#:(b3,5)/A#";"D#:min";"D#:min/A#"
158.64;160.06;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
