chord_str,chord_cnt,chord_freq,composite
G,13855,0.22558900630118697,False
D,12934,0.2105931582460882,False
A7,5302,0.08632788967224059,False
A,4883,0.07950567432469838,False
D7,3890,0.06333751241512936,False
Em,3595,0.05853428203917482,False
C,3546,0.05773645733266034,False
Am,3116,0.05073513847957406,False
E7,1852,0.03015451747887393,False
Bm,1151,0.018740739534656527,False
F,989,0.01610303336209844,False
E,585,0.009525050067570867,False
Gm,570,0.009280818014556231,False
Dm,560,0.009117996645879806,False
G7,482,0.00784798997020369,False
B-,378,0.006154647735968868,False
B7,303,0.00493348747089568,False
F#m,258,0.004200791311851767,False
C7,242,0.003940277121969487,False
D/f+,235,0.00382630216389599,False
Cm,171,0.0027842454043668693,False
G/b,132,0.002149242066528811,False
A7/e,110,0.001791035055440676,False
A/c+,109,0.0017747529185730335,False
,109,0.0017747529185730335,False
E-,100,0.001628213686764251,False
F7,98,0.0015956494130289658,False
b,85,0.0013839816337496134,False
f#,84,0.001367699496881971,False
d,73,0.0011885959913379032,False
F#7,72,0.0011723138544702607,False
e,67,0.001090903170132048,False
"G4,B4",62,0.0010094924857938356,True
D7/a,58,0.0009443639383232656,False
a,51,0.000830388980249768,False
g,51,0.000830388980249768,False
D/a,46,0.0007489782959115554,False
G/d,39,0.0006350033378380579,False
C/e,35,0.0005698747903674879,False
c,35,0.0005698747903674879,False
C#m,34,0.0005535926534998453,False
E7/g+,32,0.0005210283797645603,False
A7/c+,31,0.0005047462428969178,False
"A4,C5",30,0.0004884641060292753,True
B,29,0.0004721819691616328,False
d#,27,0.00043961769542634775,False
c#,26,0.00042333555855870525,False
D7/f+,26,0.00042333555855870525,False
g#,25,0.00040705342169106276,False
"C5,E5",25,0.00040705342169106276,True
"C4,E4",24,0.0003907712848234202,True
Am/c,23,0.0003744891479557777,False
"D5,F5",20,0.0003256427373528502,True
"G4,B-4",20,0.0003256427373528502,True
E7/b,19,0.0003093606004852077,False
Gm/d,18,0.0002930784636175652,False
"C5,E-5",18,0.0002930784636175652,True
"B-4,D5",18,0.0002930784636175652,True
G7/b,17,0.00027679632674992263,False
"C#5,E5",17,0.00027679632674992263,True
F#,17,0.00027679632674992263,False
f,17,0.00027679632674992263,False
"B4,D5",16,0.00026051418988228014,True
"C5,A4",16,0.00026051418988228014,True
G7/f,14,0.00022794991614699512,False
"C#5,A5",14,0.00022794991614699512,True
Em/g,12,0.0001953856424117101,False
"D5,F#5",12,0.0001953856424117101,True
B-/d,12,0.0001953856424117101,False
"A5,C5",12,0.0001953856424117101,True
"F#5,A4",11,0.0001791035055440676,True
Am/e,10,0.0001628213686764251,False
Bm/a,10,0.0001628213686764251,False
"E5,G5",10,0.0001628213686764251,True
A7/g,10,0.0001628213686764251,False
"C5,B-4",10,0.0001628213686764251,True
